iris_id,insee_commune_id,commune_name,place_in_commune,has_income_data
352810101,35281,Saint-Jacques-de-la-Lande,Le Pigeon Blanc,True
352810201,35281,Saint-Jacques-de-la-Lande,Centre Ville,True
352810202,35281,Saint-Jacques-de-la-Lande,Aéroport-Écarts,True
352880101,35288,Saint-Malo,Intra-Muros,True
352880102,35288,Saint-Malo,Le Sillon-Courtoisville,True
352880103,35288,Saint-Malo,Rocabey,True
352880104,35288,Saint-Malo,Le Clos-Cadot-L'Espérance,True
352880105,35288,Saint-Malo,Paramé Sud,True
352880106,35288,Saint-Malo,Paramé Centre-Rochebonne,True
352880107,35288,Saint-Malo,Saint-Ideuc-La Haize,True
352880108,35288,Saint-Malo,Rothéneuf-Le Pont,True
352880109,35288,Saint-Malo,Paramé Est,True
352880201,35288,Saint-Malo,La Découverte,True
352880202,35288,Saint-Malo,Saint-Servan Nord,True
352880203,35288,Saint-Malo,L'Hôpital,True
352880204,35288,Saint-Malo,La Gare-Marville,True
352880206,35288,Saint-Malo,La Madeleine-La Hulotais,True
352880207,35288,Saint-Malo,Saint-Servan Ouest,True
352880209,35288,Saint-Malo,La Flourie-Lorette,True
352880210,35288,Saint-Malo,Bellevue-La Guymauvière,True
352880211,35288,Saint-Malo,Saint-Servan Sud,True
352880301,35288,Saint-Malo,Saint-Servan Rural,True
352880302,35288,Saint-Malo,Zone Industrielle Sud,False
352880303,35288,Saint-Malo,Paramé Rural,True
353340101,35334,Thorigné-Fouillard,Ouest,True
353340102,35334,Thorigné-Fouillard,Nord-Est,True
353340103,35334,Thorigné-Fouillard,Sud-Est,True
353520101,35352,Vern-sur-Seiche,Nord,True
353520102,35352,Vern-sur-Seiche,Ouest,True
353520103,35352,Vern-sur-Seiche,Sud et Est,True
353600101,35360,Vitré,Population Éparse,True
353600102,35360,Vitré,Le Rachapt-Bellevue,True
353600103,35360,Vitré,Villaudin-Le Val,True
353600104,35360,Vitré,La Grange-Plague,True
353600105,35360,Vitré,La Motte-Saint-Étienne,True
353600106,35360,Vitré,Champ de Foire-La Fleuriais,True
353600107,35360,Vitré,Pavillon-Maisons Rouges,True
360440101,36044,Châteauroux,Centre Ville Nord,True
360440102,36044,Châteauroux,Centre Ville Sud,True
360440103,36044,Châteauroux,Centre Ville les Marins,True
360440201,36044,Châteauroux,Beaulieu Ouest,True
360440202,36044,Châteauroux,Beaulieu Est,True
360440301,36044,Châteauroux,Touvent 1,True
360440302,36044,Châteauroux,Touvent 2,True
360440401,36044,Châteauroux,Les Grands Champs Est,True
360440402,36044,Châteauroux,Les Grands Champs Ouest,True
360440501,36044,Châteauroux,Saint-Jean Est et Nord,True
360440502,36044,Châteauroux,Saint-Jean Sud 1,False
360440503,36044,Châteauroux,Saint-Jean Sud 2,True
360440601,36044,Châteauroux,Les Fadeaux-Le Buxerioux,False
360440602,36044,Châteauroux,L'Omelon-Belle Étoile,True
360440701,36044,Châteauroux,Bitray-le Fontchoir,True
360440801,36044,Châteauroux,Saint-Denis Nord,True
360440802,36044,Châteauroux,Saint-Denis Sud,True
360440901,36044,Châteauroux,Vaugirard-Belle Isle,True
360441001,36044,Châteauroux,Saint-Christophe-Les Rocheforts,True
360441101,36044,Châteauroux,La Pointerie-La Bourie,True
360441201,36044,Châteauroux,Saint-Jacques-Le Grand Poirier,True
360630101,36063,Déols,Ouest,True
360630102,36063,Déols,Nord,True
360630103,36063,Déols,Est,True
360630104,36063,Déols,Sud,True
360880101,36088,Issoudun,Centre Ville,True
360880102,36088,Issoudun,Faubourg Saint-Paterne,True
360880103,36088,Issoudun,Faubourg Saint-Martin,True
360880104,36088,Issoudun,Bel-Air,True
360880105,36088,Issoudun,Faubourg de Rome,True
360880106,36088,Issoudun,Courronne,True
360880107,36088,Issoudun,Activités,False
361590101,36159,Poinçonnet,Le Bourg et Zone Agglomérée,True
361590102,36159,Poinçonnet,Les Écarts,True
370030101,37003,Amboise,Nord-Nord-Est,True
370030102,37003,Amboise,Centre 1,True
370030103,37003,Amboise,Est-Sud Est,True
370030104,37003,Amboise,Centre 2,True
370030105,37003,Amboise,Ouest Sud-Ouest,True
370180101,37018,Ballan-Miré,Ouest Ville,True
370180102,37018,Ballan-Miré,Centre Ville,True
370180103,37018,Ballan-Miré,Est Ville,True
370500101,37050,Chambray-lès-Tours,Fontaine Blanche,True
370500102,37050,Chambray-lès-Tours,Branchoire,True
370500103,37050,Chambray-lès-Tours,Centre Ville-Pommiers,True
370500104,37050,Chambray-lès-Tours,Hippodrome,True
371090101,37109,Fondettes,Bourg,True
371090102,37109,Fondettes,Est,True
371090103,37109,Fondettes,Tiers Restant,True
371220101,37122,Joué-lès-Tours,Centre Est,True
371220102,37122,Joué-lès-Tours,Centre Ouest,True
371220201,37122,Joué-lès-Tours,Morier Rigny Sud,True
371220202,37122,Joué-lès-Tours,Morier Rigny Nord,True
371220301,37122,Joué-lès-Tours,Grange Marbellière,True
371220401,37122,Joué-lès-Tours,Sainterie Beaulieu Crouzillière,True
371220501,37122,Joué-lès-Tours,Épan Lac,True
371220601,37122,Joué-lès-Tours,Alouette Grande Bruère,True
371220701,37122,Joué-lès-Tours,Alouette Sud,True
371220702,37122,Joué-lès-Tours,Vallée Violette,True
371220801,37122,Joué-lès-Tours,Rabière Sud,True
371220802,37122,Joué-lès-Tours,Rabière Nord,True
371220803,37122,Joué-lès-Tours,Rabière Est,True
371220804,37122,Joué-lès-Tours,Rabière Ouest,True
371220901,37122,Joué-lès-Tours,Sud-Est,True
371220902,37122,Joué-lès-Tours,Sud-Ouest,True
371560101,37156,Montlouis-sur-Loire,Coteaux,True
371560102,37156,Montlouis-sur-Loire,Centre-Baillet-Bodet,True
371560103,37156,Montlouis-sur-Loire,Brossereaux-H.L.M. Croix Blanche,True
371560104,37156,Montlouis-sur-Loire,Montlouis Sud et Ouest,True
371560105,37156,Montlouis-sur-Loire,Cormier-Miltière-Husseau,True
371950101,37195,Riche,Sainte-Anne,True
371950102,37195,Riche,Ronsard Pagnol,True
371950103,37195,Riche,Louis XI,True
371950104,37195,Riche,Les Varennes,True
372080101,37208,Saint-Avertin,Centre-Le Lac-Grand Cour,True
372080102,37208,Saint-Avertin,Hôpital-La Mauberdière,True
372080103,37208,Saint-Avertin,Les Cigognes-Les Grands Champs,True
372080104,37208,Saint-Avertin,La Camusière,True
372080105,37208,Saint-Avertin,Cangé-Aubinière,True
372080106,37208,Saint-Avertin,Les Onze Arpents-Les Champs de l'Ormeau,True
372080107,37208,Saint-Avertin,Sud-Nouveau Bois Bellerie,True
372140101,37214,Saint-Cyr-sur-Loire,Ouest 1,True
372140102,37214,Saint-Cyr-sur-Loire,Ouest 2,True
372140103,37214,Saint-Cyr-sur-Loire,Historique,True
372140104,37214,Saint-Cyr-sur-Loire,Collectif,True
372140105,37214,Saint-Cyr-sur-Loire,de Gaulle-Ménardière,True
372140106,37214,Saint-Cyr-sur-Loire,Économique,False
372330101,37233,Saint-Pierre-des-Corps,Ouest,True
372330102,37233,Saint-Pierre-des-Corps,Bords de Loire Grand Mail,True
372330103,37233,Saint-Pierre-des-Corps,Allées,True
372330104,37233,Saint-Pierre-des-Corps,Aubrière Jean Jaurès,True
372330105,37233,Saint-Pierre-des-Corps,Cheval Blanc,True
372330106,37233,Saint-Pierre-des-Corps,Est,True
372330107,37233,Saint-Pierre-des-Corps,Centre,True
372610101,37261,Tours,Centre 1,True
372610102,37261,Tours,Centre 2,False
372610103,37261,Tours,Centre 3,True
372610104,37261,Tours,Centre 4,True
372610105,37261,Tours,Centre 5,True
372610201,37261,Tours,Grammont 1,True
372610202,37261,Tours,Grammont 2,True
372610203,37261,Tours,Grammont 3,True
372610204,37261,Tours,Grammont 4,True
372610301,37261,Tours,Cathédrale,True
372610401,37261,Tours,Lamartine 1,True
372610402,37261,Tours,Lamartine 2,True
372610501,37261,Tours,Rabelais-Tonnellé 1,True
372610502,37261,Tours,Rabelais-Tonnellé 2,True
372610601,37261,Tours,Giraudeau 1,True
372610602,37261,Tours,Giraudeau 2,True
372610701,37261,Tours,Lakanal-Strasbourg 1,True
372610702,37261,Tours,Lakanal-Strasbourg 2,True
372610801,37261,Tours,Febvotte-Marat 1,True
372610802,37261,Tours,Febvotte-Marat 2,True
372610901,37261,Tours,Rives du Cher 1,True
372610902,37261,Tours,Rives du Cher 2,True
372611001,37261,Tours,La Fuye Velpeau 1,True
372611002,37261,Tours,La Fuye Velpeau 2,True
372611003,37261,Tours,La Fuye Velpeau 3,True
372611004,37261,Tours,La Fuye Velpeau 4,True
372611101,37261,Tours,Sanitas-Rotonde 1,True
372611102,37261,Tours,Sanitas-Rotonde 2,True
372611103,37261,Tours,Sanitas-Rotonde 3,True
372611104,37261,Tours,Sanitas-Rotonde 4,True
372611105,37261,Tours,Sanitas-Rotonde 5,True
372611201,37261,Tours,Beaujardin 1,True
372611202,37261,Tours,Beaujardin 2,True
372611301,37261,Tours,Rochepinard,True
372611401,37261,Tours,Saint-Symphorien 1,True
372611402,37261,Tours,Saint-Symphorien 2,True
372611403,37261,Tours,Saint-Symphorien 3,True
372611404,37261,Tours,Saint-Symphorien 4,True
372611405,37261,Tours,Saint-Symphorien 5,True
372611503,37261,Tours,Sainte-Radegonde 1,True
372611504,37261,Tours,Sainte-Radegonde 2,True
372611601,37261,Tours,Paul Bert,True
372611701,37261,Tours,Europe 1,True
372611702,37261,Tours,Europe 2,True
372611703,37261,Tours,Europe 3,True
372611704,37261,Tours,Europe 4,True
372611705,37261,Tours,Europe 5,True
372611706,37261,Tours,Europe 6,True
372611801,37261,Tours,Douets Milletière 1,True
372611802,37261,Tours,Douets Milletière 2,True
372611803,37261,Tours,Douets Milletière 3,False
372611901,37261,Tours,Montjoyeux,True
372612001,37261,Tours,La Bergeonnerie,True
372612101,37261,Tours,Les Fontaines 1,True
372612102,37261,Tours,Les Fontaines 2,True
372612103,37261,Tours,Les Fontaines 3,True
372612201,37261,Tours,Deux Lions Gloriette,True
372660101,37266,Veigné,Veigne Sud,True
372660102,37266,Veigné,Veigne Nord,True
380530101,38053,Bourgoin-Jallieu,Saint-Michel,True
380530102,38053,Bourgoin-Jallieu,Oiselet-La Grive,True
380530201,38053,Bourgoin-Jallieu,Centre Ville Est,True
380530202,38053,Bourgoin-Jallieu,Champaret,True
380530301,38053,Bourgoin-Jallieu,Pré Bénit,True
380530302,38053,Bourgoin-Jallieu,Montbernier,True
380530401,38053,Bourgoin-Jallieu,Pré Tillon,True
380530402,38053,Bourgoin-Jallieu,Champfleuri,True
380530403,38053,Bourgoin-Jallieu,Pré Pommier,True
380850101,38085,Charvieu-Chavagneux,Centre,True
380850102,38085,Charvieu-Chavagneux,Proche Couronne,True
380850103,38085,Charvieu-Chavagneux,Couronne Éloignée,True
381110101,38111,Claix,Plaine du Pont Rouge,True
381110102,38111,Claix,Centre Bourg,True
381110103,38111,Claix,Le Coteau,True
381400101,38140,Crolles,Ardillais Clapisses Le Gas Charmanches,True
381400102,38140,Crolles,Palisses-Tuileries-Montfort-Belledonne,True
381400103,38140,Crolles,Fragnes Village Brocey Croix des Ayes,True
381500101,38150,Domène,Les Mortes-L'Oratoire-Les Contamines,True
381500102,38150,Domène,Le Bourg-Les Chenevières-Chantavot-Zone Industrielle,True
381510101,38151,Échirolles,Ouest Nord,True
381510102,38151,Échirolles,Comboire,False
381510103,38151,Échirolles,Viscose-Luire,True
381510104,38151,Échirolles,Ouest Sud,True
381510201,38151,Échirolles,Z.A. du Centre,False
381510202,38151,Échirolles,Centre,True
381510203,38151,Échirolles,Village 2,True
381510301,38151,Échirolles,Les Granges Sud,True
381510302,38151,Échirolles,Les Granges Nord,True
381510303,38151,Échirolles,Surieux,True
381510304,38151,Échirolles,Grand-Place,False
381510305,38151,Échirolles,Les Essarts Sud,True
381510306,38151,Échirolles,Les Essarts Nord,True
381510401,38151,Échirolles,Frange Verte-Commanderie,True
381510402,38151,Échirolles,Mairie-Langevin,True
381580101,38158,Eybens,Sud-Est,True
381580102,38158,Eybens,Nord,True
381580103,38158,Eybens,Sud-Ouest,True
381690101,38169,Fontaine,Aristide Briand,True
381690102,38169,Fontaine,Drac-Vercors,True
381690103,38169,Fontaine,Bastille,True
381690104,38169,Fontaine,Mairie,True
381690105,38169,Fontaine,Curie-Rolland,True
381690106,38169,Fontaine,Les Buissonnées,True
381690107,38169,Fontaine,Les Alpes,True
381690108,38169,Fontaine,Les Floralies,False
381690109,38169,Fontaine,Ambroise Croizat,True
381690110,38169,Fontaine,Poya-Plans,True
381690111,38169,Fontaine,Zone Industrielle,False
381690112,38169,Fontaine,Les Vouillands,False
381790101,38179,Gières,Nord,True
381790102,38179,Gières,Sud,True
381850101,38185,Grenoble,Polygone,False
381850102,38185,Grenoble,Jean Macé,True
381850103,38185,Grenoble,Europole,True
381850104,38185,Grenoble,Diderot,True
381850105,38185,Grenoble,Gare,True
381850106,38185,Grenoble,Cours Berriat,True
381850107,38185,Grenoble,Gabriel Péri,True
381850108,38185,Grenoble,Berriat-Ampère,True
381850109,38185,Grenoble,Saint-Bruno,True
381850110,38185,Grenoble,Waldeck-Rousseau,True
381850111,38185,Grenoble,Lustucru,True
381850201,38185,Grenoble,Esplanade,True
381850202,38185,Grenoble,Saint-Laurent-Lavalette,True
381850203,38185,Grenoble,Jean Jaurès,True
381850204,38185,Grenoble,Créqui-Victor Hugo,True
381850205,38185,Grenoble,Grenette,True
381850206,38185,Grenoble,Saint-André,True
381850207,38185,Grenoble,Notre-Dame,True
381850208,38185,Grenoble,Trois Cours,True
381850209,38185,Grenoble,Île Verte-Saint-Roch,True
381850210,38185,Grenoble,Île Verte-Maréchal Randon,True
381850211,38185,Grenoble,Génissieu,True
381850212,38185,Grenoble,Préfecture,True
381850213,38185,Grenoble,Hébert-Mutualité,True
381850214,38185,Grenoble,Aigle,True
381850215,38185,Grenoble,Championnet,True
381850216,38185,Grenoble,Hoche,True
381850301,38185,Grenoble,Drac-Ampère,True
381850302,38185,Grenoble,Clinique Mutualiste,True
381850303,38185,Grenoble,Vallier,True
381850304,38185,Grenoble,Jaurès-Vallier,True
381850305,38185,Grenoble,Eaux Claires-Champs Élysées,True
381850306,38185,Grenoble,Sidi-Brahim,True
381850307,38185,Grenoble,Eaux Claires-Painlevé,True
381850308,38185,Grenoble,Houille Blanche,True
381850309,38185,Grenoble,Mistral,True
381850310,38185,Grenoble,Rondeau-Libération,True
381850311,38185,Grenoble,Abry,True
381850401,38185,Grenoble,Foch Ouest,True
381850402,38185,Grenoble,Foch Est,True
381850403,38185,Grenoble,Gustave Rivet,True
381850404,38185,Grenoble,Diables Bleus,True
381850405,38185,Grenoble,Clemenceau,True
381850406,38185,Grenoble,Reyniès,True
381850407,38185,Grenoble,Ferrié-Stalingrad,True
381850408,38185,Grenoble,Peretto,True
381850409,38185,Grenoble,Bajatière Ouest,True
381850410,38185,Grenoble,Bajatière Est,True
381850411,38185,Grenoble,Capuche,True
381850412,38185,Grenoble,Alliés-Clos d'Or,True
381850413,38185,Grenoble,Alpins,True
381850414,38185,Grenoble,Beauvert,True
381850501,38185,Grenoble,Valmy,True
381850502,38185,Grenoble,Jeanne d'Arc,True
381850503,38185,Grenoble,Abbaye,True
381850504,38185,Grenoble,Jouhaux,True
381850505,38185,Grenoble,Poterne,True
381850506,38185,Grenoble,Paul Cocat,True
381850507,38185,Grenoble,Teisseire,True
381850601,38185,Grenoble,Malherbe,True
381850602,38185,Grenoble,La Bruyère,True
381850603,38185,Grenoble,Les Trembles,False
381850604,38185,Grenoble,Arlequin,False
381850605,38185,Grenoble,Constantine-Géants,True
381850606,38185,Grenoble,Helbronner,True
381850607,38185,Grenoble,Baladins,True
381850608,38185,Grenoble,Vigny-Musset,True
381850609,38185,Grenoble,Village Olympique Nord,True
381850610,38185,Grenoble,Village Olympique Sud,False
381850611,38185,Grenoble,Grand-Place Alpexpo,False
381930101,38193,Isle-d'Abeau,Fondbonnière,True
381930102,38193,Isle-d'Abeau,Saint-Hubert,True
381930104,38193,Isle-d'Abeau,Zone Commerciale Les Sayes,False
381930105,38193,Isle-d'Abeau,Trois Vallons-Le Lombard,True
381930106,38193,Isle-d'Abeau,Le Village-Coteaux de Chasse Nord,True
381930107,38193,Isle-d'Abeau,Le Village-Coteaux de Chasse Sud,True
382290101,38229,Meylan,Béalières,True
382290102,38229,Meylan,Grand Pré-Buclos-Eyminées,True
382290201,38229,Meylan,Ayguinards,True
382290202,38229,Meylan,Revirée,True
382290203,38229,Meylan,Plaine Fleurie,True
382290301,38229,Meylan,Maupertuis-Saint-Mury-Charlaix,True
382290302,38229,Meylan,Haut Meylan,True
382290401,38229,Meylan,Zone d'Activités 1,False
382290402,38229,Meylan,Zone d'Activités 2,False
382290403,38229,Meylan,Zone d'Activités 3,False
382290404,38229,Meylan,Zone Spécifique l'Île d'Amour,False
382390101,38239,Moirans,Les Îles,True
382390102,38239,Moirans,Bourg Nord Chamfeuillet,True
382390103,38239,Moirans,Bourg Sud Manguely,True
382690101,38269,Mure,La Mure Nord,True
382690102,38269,Mure,La Mure Sud,True
382980101,38298,Péage-de-Roussillon,Est,True
382980102,38298,Péage-de-Roussillon,Ouest,True
383140101,38314,Pontcharra,César Terrier Villard Noir,True
383140102,38314,Pontcharra,Villard Benoît,True
383170101,38317,Pont-de-Claix,Gringalet,True
383170102,38317,Pont-de-Claix,Villancourt,True
383170103,38317,Pont-de-Claix,Les Îles de Mars-Les Olympiades,True
383170104,38317,Pont-de-Claix,Arc-En-Ciel,True
383170105,38317,Pont-de-Claix,Bourg,True
383170106,38317,Pont-de-Claix,Zone d'Activités des Îles,False
383170107,38317,Pont-de-Claix,Plateforme Chimique,False
383180101,38318,Pont-Évêque,Les Genêts-Le Plan des Aures,True
383180102,38318,Pont-Évêque,Autres Quartiers et Hameaux,True
383370101,38337,Rives,Gare et Plateaux,True
383370102,38337,Rives,Centre et Trois Fontaines,True
383440101,38344,Roussillon,Ouest,True
383440102,38344,Roussillon,Centre,True
383440103,38344,Roussillon,Nord-Est,True
383820101,38382,Saint-Égrève,Zone Industrielle,False
383820102,38382,Saint-Égrève,Rochepleine,True
383820103,38382,Saint-Égrève,Champaviotte,True
383820104,38382,Saint-Égrève,Barnave-Saint-Robert,True
383820105,38382,Saint-Égrève,La Monta-Visancourt,True
383820201,38382,Saint-Égrève,Fiancey-Brieux,True
383820202,38382,Saint-Égrève,Moutonnées,True
383820203,38382,Saint-Égrève,Prédieu,True
383970101,38397,Saint-Ismier,Corbonne Centre Maréchaux,True
383970102,38397,Saint-Ismier,Hameaux,True
384160101,38416,Saint-Marcellin,Centre,True
384160102,38416,Saint-Marcellin,Les Coteaux,True
384160103,38416,Saint-Marcellin,La Plaine,True
384210101,38421,Saint-Martin-d'Hères,Croix Rouge,True
384210102,38421,Saint-Martin-d'Hères,Neyrpic,False
384210103,38421,Saint-Martin-d'Hères,Portail Rouge,True
384210201,38421,Saint-Martin-d'Hères,La Plaine,True
384210202,38421,Saint-Martin-d'Hères,Renaudie,True
384210301,38421,Saint-Martin-d'Hères,Paul Bert,True
384210302,38421,Saint-Martin-d'Hères,Paul Éluard,True
384210401,38421,Saint-Martin-d'Hères,Les Alloves,True
384210402,38421,Saint-Martin-d'Hères,Le Village,True
384210501,38421,Saint-Martin-d'Hères,Mûrier,True
384210502,38421,Saint-Martin-d'Hères,Semard,True
384210601,38421,Saint-Martin-d'Hères,Taillées,True
384210602,38421,Saint-Martin-d'Hères,Domaine Universitaire,False
384210603,38421,Saint-Martin-d'Hères,Glairons,False
384230101,38423,Saint-Martin-le-Vinoux,Sud-Ouest et Z.I.,True
384230102,38423,Saint-Martin-le-Vinoux,Nord-Est,True
384250101,38425,Saint-Maurice-l'Exil,Est,True
384250102,38425,Saint-Maurice-l'Exil,Ouest,True
384490101,38449,Saint-Quentin-Fallavier,Centre Village,True
384490102,38449,Saint-Quentin-Fallavier,Chesnes Fallavier Les Moines Montjay,True
384740101,38474,Sassenage,La Falaise,True
384740102,38474,Sassenage,La Plaine,True
384740103,38474,Sassenage,Le Bourg-Les Côtes,True
384740104,38474,Sassenage,Engenières-Rolandière,True
384850101,38485,Seyssinet-Pariset,Les Îles Sud,True
384850102,38485,Seyssinet-Pariset,Les Îles Nord,True
384850103,38485,Seyssinet-Pariset,La Fauconnière,True
384850104,38485,Seyssinet-Pariset,Pacalaire,True
384850105,38485,Seyssinet-Pariset,Le Village,True
384850106,38485,Seyssinet-Pariset,Haut de la Commune,False
384860101,38486,Seyssins,La Plaine,True
384860102,38486,Seyssins,Le Centre,True
384860103,38486,Seyssins,Le Village,True
385090101,38509,Tour-du-Pin,Nord,True
385090102,38509,Tour-du-Pin,Centre Ouest,True
385090103,38509,Tour-du-Pin,Centre Est Sud,True
385160101,38516,Tronche,Maquis du Grésivaudan Nord,True
385160102,38516,Tronche,Maquis du Grésivaudan Sud,True
385170101,38517,Tullins,Fures,True
385170102,38517,Tullins,Tullins,True
385170103,38517,Tullins,Plaine et Coteaux,True
385240101,38524,Varces-Allières-et-Risset,Centre,True
385240102,38524,Varces-Allières-et-Risset,Périphérie,True
385370101,38537,Verpillière,Riante Plaine,True
385370102,38537,Verpillière,Centre et RN6,True
385440101,38544,Vienne,Jean Moulin,True
385440102,38544,Vienne,Saint-Germain,True
385440103,38544,Vienne,Michel Servet,True
385440201,38544,Vienne,Salle-des-Fêtes,True
385440202,38544,Vienne,Les Collines,True
385440301,38544,Vienne,Salomon,True
385440302,38544,Vienne,Vallée de Gère,True
385440303,38544,Vienne,Charlemagne,True
385440304,38544,Vienne,Malissol,True
385440401,38544,Vienne,Pasteur-Leveau,True
385440402,38544,Vienne,Estressin,True
385440403,38544,Vienne,Grand-Estressin,True
385450101,38545,Vif,Centre Ville,True
385450102,38545,Vif,Périphérie,True
385470101,38547,Villard-Bonnot,Brignoud,True
385470102,38547,Villard-Bonnot,Lancey-Villard Bonnot,True
385530101,38553,Villefontaine,Les Armières-Le Mas de La Raz,True
385530102,38553,Villefontaine,Les Roches,True
385530103,38553,Villefontaine,Centre-Saint-Bonnet-Muissiat,True
385530104,38553,Villefontaine,Les Picotières-Le Village,True
385530106,38553,Villefontaine,Vaugelas,True
385530107,38553,Villefontaine,Les Fougères,True
385530108,38553,Villefontaine,Quincias,True
385620101,38562,Vizille,Nord,True
385620102,38562,Vizille,Centre Ville,True
385620103,38562,Vizille,Sud,True
385630101,38563,Voiron,Souillet-Vouise,True
385630102,38563,Voiron,Voiron Ouest,True
385630103,38563,Voiron,Centre Ville Nord,True
385630104,38563,Voiron,Centre Ville Ouest,True
385630105,38563,Voiron,Centre Ville Est,True
385630106,38563,Voiron,Centre Ville Sud-Vallée,True
385630107,38563,Voiron,Grand Brunetière-Criel Nord,True
385630108,38563,Voiron,Criel-Champfeuillet,True
385650101,38565,Voreppe,Le Bourg-La Jacquinière,True
385650102,38565,Voreppe,L'Hoirie-Brandegaudière-Centr'Alp,False
385650103,38565,Voreppe,Bouvardière,False
385650104,38565,Voreppe,Sud Sud-Est,True
390970101,39097,Champagnole,Valentenouze,True
390970102,39097,Champagnole,Boise,True
390970103,39097,Champagnole,Gratteloup-Louataux,True
390970104,39097,Champagnole,Centre Ville-Zone Industrielle,True
391980101,39198,Dole,Zone Industrielle Nord,False
391980102,39198,Dole,Nouvelles-Petit Fort,True
391980104,39198,Dole,Rochebelle-Landon,True
391980105,39198,Dole,Centre Ville,True
391980106,39198,Dole,Paix-Wilson-Machard,True
391980107,39198,Dole,Faubourg de Chalon,True
391980108,39198,Dole,Plumont-Val Fleuri,True
391980109,39198,Dole,Azans-La Bédugue,True
391980110,39198,Dole,Zone Portuaire-Le Boichot,True
391980111,39198,Dole,Goux,False
391980112,39198,Dole,Saint-Ylie,False
391980113,39198,Dole,Sorbiers-Mesnils Pasteur Sud,True
391980114,39198,Dole,Les Mesnils-Pasteur Nord,True
391980115,39198,Dole,"Faubourg de Besançon, Les Commards",True
393000101,39300,Lons-le-Saunier,Sud,True
393000102,39300,Lons-le-Saunier,Préfecture,True
393000103,39300,Lons-le-Saunier,Les Mouillères,True
393000104,39300,Lons-le-Saunier,Zone Industrielle,False
393000105,39300,Lons-le-Saunier,La Marjorie,True
393000106,39300,Lons-le-Saunier,Val du Solvan,True
393000107,39300,Lons-le-Saunier,Centre,True
393000108,39300,Lons-le-Saunier,Nord,True
393680101,39368,Hauts de Bienne,Morez Bas et Centre,True
393680102,39368,Hauts de Bienne,Morez Haut et Dessus,True
393680103,39368,Hauts de Bienne,Villedieu-Le Puits,True
393680201,39368,Hauts de Bienne,Lézat-La Mouille,False
394780101,39478,Saint-Claude,Centre Ville Nord,True
394780102,39478,Saint-Claude,Centre Ville Sud,True
394780103,39478,Saint-Claude,Chabot-Mouton,True
394780104,39478,Saint-Claude,Capucine-Gare-Miroir,True
394780105,39478,Saint-Claude,Les Avignonnets,False
394780106,39478,Saint-Claude,Plan d'Acier-Les Étraches,False
394780107,39478,Saint-Claude,Chaumont,False
394780108,39478,Saint-Claude,Chévry,False
394780109,39478,Saint-Claude,Cinquetral,False
394780110,39478,Saint-Claude,Ranchette,False
394780111,39478,Saint-Claude,Valfin,False
394780112,39478,Saint-Claude,Vaucluse,False
400010101,40001,Aire-sur-l'Adour,Rive Gauche,True
400010102,40001,Aire-sur-l'Adour,Rive Droite,True
400460101,40046,Biscarrosse,La Plage-Bourg 1,True
400460102,40046,Biscarrosse,Saint-Exupéry-Meyrie,True
400460103,40046,Biscarrosse,Bourg 2,True
400460104,40046,Biscarrosse,Est,True
400650101,40065,Capbreton,Bouheben,True
400650102,40065,Capbreton,La Plage,True
400650103,40065,Capbreton,Les Sables,True
400880101,40088,Dax,Sablar-Rive Droite,True
400880102,40088,Dax,Centre Ville,True
400880103,40088,Dax,Saint-Pierre,True
400880104,40088,Dax,Gond,True
400880105,40088,Dax,La Torte-Berre,True
400880106,40088,Dax,Haut Saint-Pierre,True
400880107,40088,Dax,Saint-Vincent,True
400880108,40088,Dax,Saubagnac,True
401840101,40184,Mimizan,Bourg,True
401840102,40184,Mimizan,Plage,True
401840103,40184,Mimizan,Bel-Air,True
401920101,40192,Mont-de-Marsan,Dagas,True
401920102,40192,Mont-de-Marsan,Saint-Jean d'Août,True
401920103,40192,Mont-de-Marsan,Barbe d'Or,True
401920104,40192,Mont-de-Marsan,Nonères,True
401920105,40192,Mont-de-Marsan,Saint-Roch,True
401920106,40192,Mont-de-Marsan,Bourg Neuf,True
401920107,40192,Mont-de-Marsan,Crouste,True
401920108,40192,Mont-de-Marsan,Carboué,False
401920109,40192,Mont-de-Marsan,Saint-Médard,True
401920110,40192,Mont-de-Marsan,Lacrouts,True
401920111,40192,Mont-de-Marsan,Peyrouat,True
401920112,40192,Mont-de-Marsan,Beillet,True
402790101,40279,Saint-Paul-lès-Dax,Mairie-Albine,True
402790102,40279,Saint-Paul-lès-Dax,Bourg Sud,True
402790103,40279,Saint-Paul-lès-Dax,Lac-La Pince,True
402790104,40279,Saint-Paul-lès-Dax,Écarts Nord,True
402790105,40279,Saint-Paul-lès-Dax,Bourg Est,True
402810101,40281,Saint-Pierre-du-Mont,Ouest-Centre Ville,True
402810102,40281,Saint-Pierre-du-Mont,Lamoustey,True
402810103,40281,Saint-Pierre-du-Mont,Biarnes,True
402840101,40284,Saint-Vincent-de-Tyrosse,Ouest,True
402840102,40284,Saint-Vincent-de-Tyrosse,Est,True
403100101,40310,Soustons,Est,True
403100102,40310,Soustons,Ouest,True
403120101,40312,Tarnos,Nord-Ouest,True
403120102,40312,Tarnos,Centre 1,True
403120103,40312,Tarnos,Centre 2,True
403120104,40312,Tarnos,Centre 3,True
403120105,40312,Tarnos,Sud,True
410180101,41018,Blois,Croix Chevalier 01,True
410180102,41018,Blois,Croix Chevalier 02,False
