iris_id,commune_name,place_in_commune,taux_bas_revenus_pct,revenu_q1_eur,revenu_median_eur,revenu_q3_eur,revenu_d1_eur,revenu_d9_eur,part_revenus_activite_pct,part_pensions_pct,part_revenus_patrimoine_pct,part_prestations_sociales_pct,part_prestations_familiales_pct,part_minima_sociaux_pct,part_prestations_logement_pct,part_impots_pct
010040101,Ambérieu-en-Bugey,Les Pérouses-Triangle d'Activités,19.0,14990.0,20350.0,26140.0,11620.0,32060.0,70.8,26.9,6.2,8.6,3.3,3.8,1.5,-12.5
010040102,Ambérieu-en-Bugey,Longeray-Gare,25.0,13880.0,18570.0,24760.0,10580.0,31130.0,70.6,24.9,5.8,11.1,3.7,5.1,2.3,-12.4
010040201,Ambérieu-en-Bugey,Centre-Saint-Germain-Vareilles,19.0,15190.0,20700.0,27180.0,11400.0,34450.0,72.5,27.2,6.4,7.7,2.8,3.3,1.6,-13.8
010040202,Ambérieu-en-Bugey,Tiret-Les Allymes,8.0,19600.0,25230.0,33170.0,14810.0,41230.0,73.3,23.8,16.2,4.0,1.8,1.5,0.7,-17.3
010330102,Valserhône,Centre Ville,24.0,14050.0,20420.0,29640.0,9410.0,42390.0,78.9,23.7,5.2,5.3,1.5,2.5,1.3,-13.1
010330103,Valserhône,Lancrans-Coupy-Vanchy,17.0,16270.0,24060.0,35760.0,10700.0,49310.0,82.7,21.8,5.8,3.9,1.5,1.5,0.9,-14.2
010330201,Valserhône,Arc Vouvray-Gare-Châtillon,15.0,17940.0,25980.0,36690.0,11760.0,53670.0,79.2,26.4,6.0,3.2,1.2,1.3,0.7,-14.8
010330202,Valserhône,Plateau de Musinens,26.0,13750.0,19630.0,28050.0,10290.0,40430.0,70.2,30.4,3.7,8.0,2.6,3.7,1.7,-12.3
010330301,Valserhône,Arlod,19.0,15590.0,22360.0,31880.0,11260.0,43590.0,83.8,19.1,3.0,5.8,2.8,1.9,1.1,-11.7
010330401,Valserhône,Châtillon-en-Michaille,8.0,20830.0,28590.0,39750.0,15290.0,54750.0,86.2,19.2,7.3,2.6,1.3,0.8,0.5,-15.3
010340101,Belley,Ouest,9.0,18550.0,22950.0,29260.0,14270.0,36950.0,68.3,33.4,9.0,4.8,1.5,2.4,0.9,-15.5
010340102,Belley,Centre et Est,17.0,15690.0,20930.0,27660.0,11780.0,36550.0,62.3,36.5,7.3,7.6,2.2,3.8,1.6,-13.7
010340103,Belley,Sud-Ouest,31.0,12750.0,18170.0,25270.0,10030.0,34540.0,62.8,33.4,8.0,9.2,3.9,3.6,1.7,-13.4
010530101,Bourg-en-Bresse,Centre Ville,22.0,14740.0,20960.0,29130.0,10930.0,39090.0,70.9,25.9,11.9,7.7,1.5,4.1,2.1,-16.4
010530102,Bourg-en-Bresse,Champ de Foire,19.0,15450.0,21540.0,28940.0,10710.0,37730.0,61.6,40.1,7.2,6.6,1.3,3.7,1.6,-15.5
010530103,Bourg-en-Bresse,Préfecture,19.0,15680.0,23190.0,32620.0,11110.0,46120.0,63.8,33.2,15.8,5.5,1.3,2.8,1.4,-18.3
010530201,Bourg-en-Bresse,Citadelle,17.0,15880.0,20970.0,27800.0,11300.0,36700.0,67.9,34.3,7.1,6.1,1.6,3.0,1.5,-15.4
010530202,Bourg-en-Bresse,Mail,33.0,12330.0,17410.0,23700.0,9250.0,31780.0,68.5,23.7,6.5,13.4,4.1,6.3,3.0,-12.1
010530203,Bourg-en-Bresse,Peloux,20.0,15810.0,21400.0,28020.0,11180.0,37110.0,69.8,30.8,6.1,7.5,2.2,3.7,1.6,-14.2
010530301,Bourg-en-Bresse,Gare,14.0,17430.0,23670.0,31880.0,12180.0,44120.0,72.6,31.4,8.6,5.0,1.0,2.9,1.1,-17.6
010530302,Bourg-en-Bresse,Brou,22.0,14480.0,20530.0,27070.0,10810.0,36710.0,67.5,32.1,7.7,7.8,2.2,3.8,1.8,-15.1
010530401,Bourg-en-Bresse,Vennes Ouest,23.0,14490.0,20730.0,27470.0,11260.0,34780.0,67.3,33.8,5.0,7.6,3.3,3.0,1.3,-13.7
010530402,Bourg-en-Bresse,Vennes Est,11.0,18300.0,24280.0,30250.0,13520.0,37820.0,66.5,37.8,6.1,4.8,1.9,2.0,0.9,-15.2
010530501,Bourg-en-Bresse,Baudières,13.0,17810.0,24450.0,30820.0,13100.0,40200.0,56.8,46.6,9.4,3.6,1.2,1.6,0.8,-16.4
010530502,Bourg-en-Bresse,Sardières,18.0,15570.0,21660.0,29690.0,11640.0,39660.0,66.0,35.2,9.6,6.5,2.4,2.8,1.3,-17.3
010530503,Bourg-en-Bresse,Croix Blanche,42.0,11640.0,15240.0,19900.0,8560.0,25440.0,63.5,22.9,4.1,19.5,5.3,9.8,4.4,-10.0
010530601,Bourg-en-Bresse,Pont des Chèvres,36.0,12500.0,16240.0,22390.0,9150.0,29010.0,54.9,36.7,4.5,14.3,4.2,6.8,3.3,-10.4
010530602,Bourg-en-Bresse,Reyssouze Ouest,43.0,11450.0,15100.0,20480.0,8750.0,25650.0,54.2,35.8,4.5,15.1,4.9,6.9,3.3,-9.6
010530603,Bourg-en-Bresse,Reyssouze Est,45.0,11440.0,14690.0,18590.0,8850.0,23510.0,55.7,27.4,2.0,22.5,5.9,11.5,5.1,-7.6
010530604,Bourg-en-Bresse,Cenord-Grand Challes,15.0,16670.0,22280.0,28360.0,11170.0,34840.0,58.3,42.2,7.4,6.1,2.2,2.7,1.2,-14.0
010530701,Bourg-en-Bresse,Granges Bardes-Alagnier,14.0,17300.0,22280.0,27870.0,12280.0,34490.0,70.0,28.2,9.6,6.7,2.7,2.8,1.2,-14.5
011430101,Divonne-les-Bains,Centre,9.0,25670.0,43380.0,68210.0,14510.0,100500.0,96.8,18.8,7.0,0.8,0.2,0.4,0.2,-23.4
011430102,Divonne-les-Bains,Nord-Ouest,7.0,29600.0,51650.0,79590.0,16960.0,119750.0,99.7,14.3,7.1,0.8,0.3,0.3,0.2,-21.9
011430103,Divonne-les-Bains,Sud-Ouest,8.0,25900.0,45240.0,72960.0,15410.0,107240.0,95.6,15.3,10.3,1.1,0.4,0.5,0.2,-22.3
011600101,Ferney-Voltaire,Ouest,19.0,16850.0,30330.0,49160.0,6280.0,75350.0,89.5,18.3,6.3,1.8,0.6,0.8,0.4,-15.9
011600102,Ferney-Voltaire,Centre,19.0,17530.0,34240.0,55790.0,7230.0,81720.0,80.7,25.4,11.3,1.4,0.4,0.7,0.3,-18.8
011600103,Ferney-Voltaire,Est,30.0,12670.0,20960.0,40170.0,6490.0,65400.0,99.9,9.1,2.5,1.6,0.5,0.7,0.4,-13.1
011730101,Gex,Centre,14.0,18550.0,30300.0,46490.0,11290.0,68460.0,98.2,11.7,6.1,2.2,0.8,0.9,0.5,-18.2
011730102,Gex,Ouest,9.0,22160.0,35690.0,52720.0,14490.0,74470.0,97.5,13.5,5.8,1.8,0.8,0.6,0.4,-18.6
011730103,Gex,Est,9.0,23640.0,39150.0,56170.0,14780.0,78140.0,102.9,11.0,4.3,1.3,0.5,0.5,0.3,-19.5
011940101,Jassans-Riottier,Nord,11.0,17570.0,23200.0,29080.0,13410.0,36410.0,70.9,31.5,5.5,5.9,2.3,2.3,1.3,-13.8
011940102,Jassans-Riottier,Sud,9.0,19710.0,25750.0,33190.0,14440.0,41340.0,77.8,27.0,7.6,3.5,1.8,1.2,0.5,-15.9
012020101,Lagnieu,Nord,9.0,19130.0,24640.0,31190.0,14060.0,39020.0,75.7,28.7,6.9,4.0,1.8,1.6,0.6,-15.3
012020102,Lagnieu,Sud,11.0,17960.0,23170.0,29620.0,13700.0,37360.0,72.6,30.3,6.7,5.0,2.0,2.1,0.9,-14.6
012440101,Meximieux,L'Horloge,9.0,19070.0,25480.0,33300.0,14150.0,42080.0,78.9,26.1,6.8,4.4,1.7,1.9,0.8,-16.2
012440102,Meximieux,La Colline,13.0,16860.0,22040.0,29260.0,12920.0,37170.0,74.9,25.1,8.3,6.3,2.2,2.8,1.3,-14.6
012440103,Meximieux,L'Étang,7.0,20390.0,26340.0,32930.0,15800.0,41090.0,87.5,18.8,5.0,4.8,2.9,1.3,0.6,-16.1
012490101,Miribel,Est,8.0,20650.0,25950.0,33040.0,15200.0,42640.0,84.8,21.4,7.5,3.5,1.7,1.2,0.6,-17.2
012490102,Miribel,Centre,14.0,17220.0,24720.0,32700.0,12480.0,41200.0,75.3,28.7,7.1,5.1,1.9,2.1,1.1,-16.2
012490103,Miribel,Ouest,6.0,22510.0,29560.0,37430.0,16680.0,48380.0,87.6,19.2,9.0,2.9,1.7,0.8,0.4,-18.7
012620101,Montluel,Nord,5.0,21240.0,28050.0,35350.0,15940.0,45320.0,83.5,22.5,8.5,2.9,1.5,0.9,0.5,-17.4
012620102,Montluel,Sud,21.0,14570.0,20440.0,25950.0,11140.0,32310.0,77.7,22.9,4.8,7.8,3.1,3.2,1.5,-13.2
012830102,Oyonnax,ZUS Centre,39.0,11930.0,14910.0,19540.0,9610.0,23990.0,64.2,25.3,2.3,16.6,6.7,6.6,3.3,-8.4
012830103,Oyonnax,ZUS Nord-Est,39.0,12110.0,15540.0,20010.0,9600.0,26090.0,60.3,32.1,3.7,13.3,5.1,5.2,3.0,-9.4
012830104,Oyonnax,ZUS Ouest,43.0,12000.0,14870.0,19310.0,9270.0,24190.0,64.8,23.5,2.0,19.1,8.2,7.2,3.7,-9.4
012830201,Oyonnax,Ville Sud,23.0,14600.0,19950.0,26480.0,10450.0,33270.0,65.4,34.1,7.9,6.6,2.6,2.6,1.4,-14.0
012830202,Oyonnax,Ville Est,26.0,13520.0,19170.0,25650.0,8250.0,34300.0,70.6,29.6,5.8,7.1,2.8,2.8,1.5,-13.1
012830203,Oyonnax,Nierme et Geilles,33.0,12210.0,16610.0,23240.0,9870.0,31840.0,65.1,29.4,5.4,11.6,4.4,5.0,2.2,-11.5
012830301,Oyonnax,Ville Ouest,24.0,14020.0,19400.0,25090.0,10570.0,32520.0,71.6,28.5,5.7,7.5,3.0,3.0,1.5,-13.3
012830303,Oyonnax,Ville Nord,25.0,13880.0,19900.0,25530.0,10170.0,33620.0,72.7,27.5,6.1,7.7,3.1,3.0,1.6,-14.0
012830304,Oyonnax,Extérieur Est,21.0,15280.0,20800.0,26500.0,11540.0,34730.0,65.5,22.3,23.1,5.1,2.1,2.1,0.9,-16.0
012830305,Oyonnax,Veyziat,3.0,22400.0,27570.0,35240.0,16390.0,47730.0,72.4,28.2,15.7,2.3,1.2,0.8,0.3,-18.6
012890101,Péronnas,Centre,13.0,17380.0,22580.0,28410.0,12860.0,36960.0,63.1,37.9,6.9,5.6,2.2,2.3,1.1,-13.5
012890102,Péronnas,Périphérie,8.0,19810.0,25280.0,32590.0,14730.0,42950.0,67.6,36.1,9.4,3.6,1.6,1.4,0.6,-16.7
013540101,Saint-Genis-Pouilly,Ouest,16.0,18580.0,35730.0,59960.0,9840.0,85620.0,94.4,15.1,4.8,1.6,0.7,0.5,0.4,-15.9
013540102,Saint-Genis-Pouilly,Est,19.0,16920.0,29340.0,51200.0,8180.0,73990.0,90.5,18.0,5.1,2.4,0.9,0.9,0.6,-16.0
013540103,Saint-Genis-Pouilly,Centre,22.0,14890.0,23740.0,37320.0,8990.0,53420.0,84.7,22.3,4.1,3.8,1.5,1.4,0.9,-14.9
014270101,Trévoux,Ouest,11.0,18250.0,25150.0,31390.0,13220.0,39630.0,82.5,22.1,5.8,5.1,2.8,1.5,0.8,-15.5
014270102,Trévoux,Est,11.0,17880.0,23480.0,30700.0,13400.0,39740.0,80.2,23.6,7.3,5.1,2.1,2.1,0.9,-16.2
014510101,Viriat,Nord et Ouest,3.0,22120.0,27290.0,33780.0,17940.0,41940.0,73.9,28.5,11.4,2.6,1.6,0.7,0.3,-16.4
014510102,Viriat,Centre et Sud-Est,9.0,18970.0,24490.0,31070.0,14060.0,39000.0,71.0,32.0,7.5,4.6,2.2,1.6,0.8,-15.1
021680101,Château-Thierry,Centre,28.0,13100.0,18520.0,24930.0,9460.0,32650.0,69.1,28.2,6.3,10.3,2.6,5.1,2.6,-13.9
021680201,Château-Thierry,Chesneaux,17.0,16210.0,22120.0,29960.0,11610.0,40200.0,71.2,30.3,9.1,6.2,2.3,2.6,1.3,-16.8
021680401,Château-Thierry,Mare Aubry,21.0,15160.0,20640.0,27560.0,10380.0,34740.0,67.2,30.4,7.7,8.4,2.8,3.8,1.8,-13.7
021680501,Château-Thierry,Vaucrises,51.0,10370.0,13720.0,18910.0,8440.0,23690.0,57.2,24.2,2.0,24.4,7.3,11.3,5.8,-7.8
021680601,Château-Thierry,Gerbrois-Saint-Martin-Le Buisson-Vincelles,13.0,16830.0,23290.0,30610.0,13030.0,39730.0,67.2,37.8,7.5,4.7,2.0,2.0,0.7,-17.2
021680701,Château-Thierry,Blanchard,27.0,13500.0,18530.0,24310.0,10090.0,31360.0,66.1,28.8,4.4,12.7,4.8,5.2,2.7,-12.0
021730101,Chauny,Nord-Ouest,39.0,11490.0,15730.0,21300.0,8840.0,27490.0,52.6,35.3,4.0,18.1,4.5,9.4,4.2,-10.0
021730201,Chauny,Sud-Ouest,25.0,13890.0,19470.0,26010.0,10050.0,34540.0,64.8,33.7,6.3,9.3,2.5,4.7,2.1,-14.1
021730301,Chauny,Nord-Est,17.0,16000.0,21930.0,28370.0,11650.0,37230.0,67.7,33.5,6.3,7.3,2.1,3.5,1.7,-14.8
023400101,Gauchy,Nord,13.0,16810.0,21180.0,25580.0,13030.0,31260.0,70.4,31.1,3.4,7.2,2.7,3.4,1.1,-12.1
023400201,Gauchy,Centre,21.0,14580.0,20110.0,25740.0,10950.0,31680.0,64.5,34.8,3.0,9.8,3.4,4.4,2.0,-12.1
023400301,Gauchy,Sud,17.0,16480.0,21220.0,25730.0,11840.0,31310.0,56.4,44.7,3.8,6.1,1.4,3.4,1.3,-11.0
023810101,Hirson,Centre Ville,37.0,11910.0,15810.0,21410.0,9400.0,28260.0,50.8,35.5,7.8,16.8,3.5,9.2,4.1,-10.9
023810201,Hirson,Champ Roland,38.0,11560.0,16050.0,21690.0,8860.0,27220.0,49.8,37.4,4.9,17.8,4.4,9.6,3.8,-9.9
023810301,Hirson,Europe Futaie,29.0,13240.0,18730.0,24800.0,9230.0,29900.0,56.0,39.1,4.6,12.6,1.9,7.8,2.9,-12.3
023810401,Hirson,Champs Élysées,35.0,12520.0,16590.0,21830.0,10010.0,27140.0,52.0,37.1,4.3,15.5,4.0,8.2,3.3,-8.9
024080101,Laon,Saint-Exupéry-Moulin Roux,52.0,10260.0,13520.0,18450.0,8170.0,23820.0,46.5,32.5,2.3,26.2,5.3,14.5,6.4,-7.5
024080201,Laon,Cité du Nord,25.0,13780.0,18240.0,24010.0,9990.0,30350.0,60.5,36.2,3.4,11.4,3.6,5.7,2.1,-11.5
024080301,Laon,Gare Saint-Marcel,23.0,14430.0,20570.0,27970.0,10540.0,36200.0,65.8,33.0,7.5,8.9,1.8,4.9,2.2,-15.2
024080401,Laon,Individuels,15.0,16490.0,22070.0,29350.0,12080.0,39290.0,59.1,42.3,8.6,6.2,1.9,3.2,1.1,-16.2
024080402,Laon,Prévert-Maraîchers,35.0,12190.0,16080.0,21190.0,9390.0,26410.0,56.2,33.0,1.9,18.2,3.3,10.5,4.4,-9.3
024080501,Laon,Plateau,28.0,13110.0,19790.0,28250.0,9230.0,41450.0,76.1,23.3,7.8,10.3,2.2,5.3,2.8,-17.5
024080601,Laon,Vaux,25.0,14080.0,19690.0,26110.0,10260.0,32240.0,67.2,30.9,5.0,10.1,2.8,5.0,2.3,-13.2
024080801,Laon,Montreuil-La Neuville-Marquette,34.0,12340.0,17480.0,23680.0,9140.0,30440.0,58.9,34.8,3.5,14.5,3.6,7.5,3.4,-11.7
024080901,Laon,Ardon-Leuilly-Semilly,11.0,17930.0,23090.0,29800.0,13540.0,42770.0,64.8,38.3,9.0,5.2,1.6,2.6,1.0,-17.3
026910101,Saint-Quentin,Centre Ville 1,21.0,15150.0,22480.0,32350.0,10230.0,47880.0,74.5,27.5,11.5,7.3,1.7,3.6,2.0,-20.8
026910102,Saint-Quentin,Centre Ville 2,21.0,15070.0,23940.0,37470.0,11000.0,58260.0,75.0,27.7,13.0,5.9,1.3,3.0,1.6,-21.6
026910103,Saint-Quentin,Centre Ville 3,31.0,12650.0,18670.0,26920.0,9230.0,40190.0,72.8,23.5,9.3,10.2,1.9,5.4,2.9,-15.8
026910104,Saint-Quentin,Centre Ville 4,28.0,13210.0,18710.0,27150.0,9620.0,39180.0,65.5,24.3,13.8,12.2,2.6,6.4,3.2,-15.8
026910201,Saint-Quentin,Europe-Remicourt 1,19.0,15140.0,21190.0,28820.0,11340.0,39470.0,70.4,26.0,12.3,8.0,2.1,3.9,2.0,-16.7
026910202,Saint-Quentin,Europe-Remicourt 2,19.0,15750.0,21300.0,27650.0,11000.0,36040.0,69.7,33.5,5.5,6.2,1.6,3.2,1.4,-14.9
026910203,Saint-Quentin,Europe-Remicourt 3,21.0,14980.0,20630.0,28170.0,10800.0,37220.0,53.4,46.6,7.6,7.7,1.9,4.1,1.7,-15.3
026910204,Saint-Quentin,Europe-Remicourt 4,55.0,9980.0,13150.0,18260.0,8090.0,25360.0,45.4,28.1,5.2,30.1,8.7,14.6,6.8,-8.8
026910205,Saint-Quentin,Europe-Remicourt 5,61.0,9500.0,12520.0,16800.0,7430.0,20610.0,42.1,27.1,1.5,34.9,7.6,18.8,8.5,-5.6
026910206,Saint-Quentin,Europe-Remicourt 6,45.0,10430.0,14520.0,19550.0,8770.0,24740.0,30.5,53.7,2.8,20.5,5.1,10.4,5.0,-7.5
026910207,Saint-Quentin,Europe-Remicourt 7,43.0,11410.0,15140.0,20100.0,8810.0,26230.0,39.0,47.6,3.1,18.5,4.2,9.7,4.6,-8.2
026910208,Saint-Quentin,Europe-Remicourt 8,17.0,16100.0,22350.0,30270.0,10980.0,40940.0,68.7,31.3,10.7,6.3,2.3,2.8,1.2,-17.0
026910209,Saint-Quentin,Europe-Remicourt 9,21.0,15140.0,21610.0,31530.0,10730.0,45640.0,75.5,28.1,7.4,8.1,2.2,3.9,2.0,-19.1
026910301,Saint-Quentin,Isle 1,33.0,12180.0,16970.0,22570.0,9150.0,28130.0,65.2,25.6,4.9,15.8,3.8,8.1,3.9,-11.5
026910302,Saint-Quentin,Isle 2,21.0,14640.0,19890.0,24410.0,10420.0,30200.0,65.6,33.6,3.7,9.1,2.3,4.9,1.9,-12.0
026910303,Saint-Quentin,Isle 3,39.0,12020.0,16020.0,20470.0,9170.0,24820.0,43.1,41.6,1.8,21.1,4.3,11.9,4.9,-7.6
026910304,Saint-Quentin,Isle 4,32.0,12750.0,17300.0,22800.0,9680.0,29230.0,59.4,32.0,3.5,15.5,4.0,7.8,3.7,-10.4
026910401,Saint-Quentin,Saint-Martin-Oestres 1,27.0,13490.0,18670.0,24660.0,10030.0,32160.0,58.5,36.1,4.7,12.5,3.3,6.4,2.8,-11.8
026910402,Saint-Quentin,Saint-Martin-Oestres 2,27.0,13590.0,17740.0,23310.0,10070.0,29520.0,66.3,29.3,2.2,12.9,2.5,7.5,2.9,-10.7
026910403,Saint-Quentin,Saint-Martin-Oestres 3,21.0,14390.0,19340.0,24560.0,10980.0,29760.0,59.6,38.0,3.3,10.4,3.2,5.3,1.9,-11.3
026910501,Saint-Quentin,Vermandois 1,28.0,13400.0,18210.0,23500.0,10190.0,30680.0,64.9,29.1,4.3,13.4,3.2,7.3,2.9,-11.7
026910502,Saint-Quentin,Vermandois 2,27.0,13470.0,19020.0,26990.0,9760.0,34760.0,65.5,29.4,6.3,11.7,3.1,5.9,2.7,-12.9
026910503,Saint-Quentin,Vermandois 3,49.0,10540.0,14020.0,18990.0,8260.0,24140.0,53.5,25.9,2.0,26.1,5.4,14.7,6.0,-7.5
026910504,Saint-Quentin,Vermandois 4,19.0,14560.0,20050.0,26270.0,11080.0,32880.0,59.4,40.5,3.7,8.7,2.7,4.4,1.6,-12.3
026910601,Saint-Quentin,Saint-Jean,24.0,13960.0,19180.0,25030.0,10200.0,33090.0,67.7,29.3,5.4,11.3,2.9,5.9,2.5,-13.7
027220101,Soissons,Presles 1,51.0,10440.0,13700.0,19190.0,8200.0,27200.0,44.5,36.7,7.4,21.5,6.8,9.8,4.9,-10.1
027220102,Soissons,Presles 2,63.0,9610.0,12400.0,15940.0,7740.0,20390.0,50.0,18.2,1.1,36.5,9.9,19.1,7.5,-5.8
027220103,Soissons,Presles 3,49.0,10650.0,13860.0,18360.0,8450.0,23400.0,54.2,25.9,4.0,24.3,6.0,12.8,5.5,-8.4
027220201,Soissons,Maupas,29.0,13160.0,17270.0,21670.0,9780.0,26900.0,54.6,39.4,3.6,12.1,2.9,6.3,2.9,-9.7
027220301,Soissons,Longues Baies,11.0,19630.0,25880.0,34370.0,13700.0,44740.0,66.0,38.4,10.5,3.2,1.2,1.3,0.7,-18.1
027220401,Soissons,Saint-Crépin,37.0,11910.0,16020.0,21130.0,9150.0,26300.0,49.7,37.3,3.5,17.9,3.1,10.5,4.3,-8.4
027220501,Soissons,Centre 1,11.0,18240.0,23970.0,31860.0,13660.0,45980.0,65.7,33.8,14.1,4.3,1.4,2.1,0.8,-17.9
027220502,Soissons,Centre 2,24.0,14120.0,19990.0,27770.0,9930.0,39330.0,58.5,36.7,11.3,8.5,1.7,4.7,2.1,-15.0
027220503,Soissons,Centre 3,20.0,14920.0,21570.0,31430.0,10590.0,50320.0,68.1,28.8,15.0,6.5,1.5,3.2,1.8,-18.4
027220601,Soissons,Chevreux,41.0,11170.0,15130.0,19830.0,9320.0,25610.0,64.2,17.1,2.1,25.1,8.4,11.3,5.4,-8.5
027220701,Soissons,Saint-Waast,19.0,16120.0,21030.0,27370.0,11240.0,35920.0,69.8,31.4,6.7,7.3,2.2,3.4,1.7,-15.2
027220801,Soissons,Saint-Médard,29.0,13200.0,17440.0,22800.0,10180.0,30150.0,68.5,25.0,2.5,14.7,4.1,7.3,3.3,-10.7
027220901,Soissons,Gare,17.0,16100.0,22310.0,30470.0,11440.0,41400.0,68.0,31.0,12.5,5.8,1.5,2.9,1.4,-17.3
027380101,Tergnier,Quessy Centre,23.0,14320.0,19190.0,24750.0,10350.0,30580.0,63.0,32.9,4.3,11.2,4.1,4.9,2.2,-11.4
027380102,Tergnier,Quessy Cité,31.0,13160.0,16670.0,21430.0,9950.0,25850.0,67.0,26.3,1.3,14.7,4.4,7.1,3.2,-9.3
027380201,Tergnier,Vouel,23.0,14310.0,19020.0,24890.0,10990.0,30760.0,63.3,34.0,2.8,11.1,3.0,5.5,2.6,-11.2
027380301,Tergnier,Tergnier 1,24.0,14080.0,19250.0,24270.0,10780.0,30140.0,57.7,37.4,4.5,11.4,3.0,5.9,2.5,-11.0
027380302,Tergnier,Tergnier 2,37.0,11980.0,16590.0,21890.0,9440.0,27580.0,57.2,32.2,3.2,17.2,4.6,8.7,3.9,-9.8
027380401,Tergnier,Fargniers,21.0,14880.0,19680.0,24540.0,11070.0,30600.0,62.1,36.1,3.9,9.3,2.6,4.7,2.0,-11.4
028100102,Villers-Cotterêts,Avenue de Compiegne,19.0,15170.0,19980.0,26260.0,11400.0,33950.0,65.6,31.1,9.7,7.3,2.9,2.9,1.5,-13.7
028100202,Villers-Cotterêts,Château,14.0,16320.0,21710.0,28160.0,12410.0,38760.0,70.5,28.4,10.6,5.9,1.9,2.8,1.2,-15.4
028100302,Villers-Cotterêts,Pisseleux,10.0,17760.0,22170.0,27320.0,13850.0,33870.0,78.7,23.7,6.7,5.1,2.5,1.7,0.9,-14.2
028100401,Villers-Cotterêts,Vivières,33.0,12820.0,16820.0,21700.0,9290.0,27940.0,72.5,18.7,1.6,16.9,5.5,7.5,3.9,-9.7
030230101,Bellerive-sur-Allier,Centre Ville Haut,24.0,14160.0,20950.0,28820.0,10640.0,38360.0,59.6,40.6,9.3,8.4,2.5,4.1,1.8,-17.9
030230102,Bellerive-sur-Allier,Centre Ville Bas,13.0,16790.0,22720.0,30510.0,12320.0,40920.0,57.3,41.3,11.2,5.6,1.3,3.1,1.2,-15.4
030230103,Bellerive-sur-Allier,Extérieur Haut,21.0,15250.0,22640.0,30070.0,10300.0,42760.0,57.2,41.5,12.5,5.9,1.8,2.9,1.2,-17.1
030230104,Bellerive-sur-Allier,Extérieur Bas,9.0,19000.0,24920.0,31150.0,14360.0,40700.0,54.9,46.0,12.9,3.2,1.1,1.6,0.5,-17.0
030820101,Commentry,1re Zone,11.0,17730.0,22290.0,27300.0,13200.0,32450.0,62.7,39.9,5.3,5.1,1.9,2.5,0.7,-13.0
030820102,Commentry,2e Zone,23.0,14330.0,19200.0,24440.0,10470.0,31360.0,49.6,45.3,8.6,8.6,1.4,5.2,2.0,-12.1
030820103,Commentry,3e Zone,25.0,13880.0,19000.0,24050.0,10100.0,29810.0,45.6,49.2,5.2,10.0,2.2,5.6,2.2,-10.0
030950101,Cusset,Centre Historique,31.0,12740.0,18450.0,24590.0,9170.0,31290.0,55.8,37.1,7.8,12.0,2.5,6.5,3.0,-12.7
030950102,Cusset,Montbeton-Les Jonchères,21.0,14890.0,20500.0,26530.0,10310.0,34170.0,59.7,38.9,6.9,8.5,2.1,4.7,1.7,-14.0
030950103,Cusset,Presles-Puybesseau,29.0,13170.0,18080.0,23990.0,9950.0,30140.0,60.7,33.6,4.4,13.1,2.7,7.4,3.0,-11.8
030950105,Cusset,Champcourt-Zone Industrielle,13.0,17090.0,21950.0,27740.0,12960.0,36870.0,61.3,40.7,6.4,5.9,1.7,3.0,1.2,-14.3
030950106,Cusset,Zone Verte,7.0,19760.0,24490.0,30500.0,14840.0,39220.0,66.0,37.4,9.0,3.1,1.2,1.4,0.5,-15.5
030950111,Cusset,Boulaires-Graves-Chambon Étendu,13.0,16490.0,21920.0,27580.0,12730.0,35370.0,58.4,41.8,6.7,6.1,2.1,2.8,1.2,-13.0
031010101,Domérat,Banlieue,10.0,18700.0,23190.0,28900.0,14220.0,35610.0,57.4,45.3,7.6,3.7,1.3,1.8,0.6,-14.0
031010102,Domérat,Centre,14.0,16520.0,21510.0,27250.0,12150.0,33310.0,56.0,42.9,7.0,6.5,1.8,3.3,1.4,-12.4
031010103,Domérat,Campagne,10.0,18340.0,22880.0,28340.0,13950.0,35670.0,62.1,41.2,6.7,4.0,1.5,1.9,0.6,-14.0
031180101,Gannat,Centre-Est,18.0,15240.0,20240.0,25760.0,11390.0,32370.0,64.1,32.1,6.5,8.9,2.0,4.9,2.0,-11.6
031180102,Gannat,Centre-Ouest et Extérieurs,15.0,16220.0,21320.0,27140.0,12070.0,35020.0,62.9,36.1,8.1,6.4,1.9,3.4,1.1,-13.5
031850101,Montluçon,Cité Bretonnie-Châtelet-Favières-Conches,24.0,14020.0,20160.0,28820.0,9540.0,41990.0,61.9,30.7,16.8,9.1,1.2,5.4,2.5,-18.5
031850102,Montluçon,Diénat-Forges,25.0,13810.0,19750.0,27820.0,10240.0,36730.0,60.4,35.5,10.1,10.4,1.6,5.9,2.9,-16.4
031850103,Montluçon,Chantoiseau-Faucheroux,21.0,14860.0,20410.0,27130.0,11160.0,33680.0,59.5,37.8,7.3,9.2,1.5,5.5,2.2,-13.8
031850104,Montluçon,Fours à Chaux,23.0,14070.0,19510.0,24820.0,10720.0,29940.0,57.7,37.7,5.1,10.6,2.6,5.7,2.3,-11.1
031850105,Montluçon,Montcourtais,31.0,12620.0,17480.0,22970.0,9190.0,27900.0,53.1,39.5,4.5,12.9,3.6,6.9,2.4,-10.0
031850106,Montluçon,Ville Gozet,35.0,12190.0,16320.0,21420.0,9000.0,26890.0,53.0,34.9,5.4,17.1,3.1,9.8,4.2,-10.4
