iris_id,commune_name,place_in_commune,menages_fiscaux_imposes_pct,taux_bas_revenus_pct,revenu_q1_eur,revenu_median_eur,revenu_q3_eur,revenu_d1_eur,revenu_d9_eur,part_revenus_activite_pct,part_pensions_pct,part_autres_revenus_pct
441090204,Nantes,Croix Bonneau-Bourderies,31.0,54.0,5750.0,12410.0,21830.0,1130.0,35130.0,74.3,23.2,2.5
441090205,Nantes,Mairie de Chantenay,62.0,12.0,19660.0,29010.0,41660.0,11460.0,59820.0,77.2,17.7,5.1
441090206,Nantes,Salorges-Sainte-Anne,59.0,20.0,16550.0,26740.0,39720.0,8240.0,58760.0,76.4,17.2,6.4
441090207,Nantes,Jean Macé,60.0,15.0,18340.0,27230.0,37900.0,9560.0,54700.0,79.6,16.2,4.2
441090208,Nantes,Boucardière-Mallève,59.0,21.0,16290.0,25850.0,36600.0,7120.0,50320.0,79.5,15.5,5.0
441090301,Nantes,Durantière,57.0,16.0,17650.0,26550.0,37070.0,10320.0,50620.0,75.9,19.4,4.7
441090302,Nantes,Contrie,54.0,27.0,13150.0,23590.0,35540.0,5580.0,49620.0,74.1,21.3,4.6
441090303,Nantes,Dervallières-Chézine,23.0,66.0,3920.0,9180.0,16880.0,0.0,23420.0,80.9,18.5,0.6
441090304,Nantes,Joncours-Procé,51.0,27.0,12460.0,23540.0,37190.0,5000.0,57010.0,76.7,17.5,5.8
441090305,Nantes,Grillaud-Procé,66.0,12.0,19630.0,29080.0,41720.0,12500.0,59570.0,72.1,20.9,7.0
441090306,Nantes,Zola,59.0,16.0,17780.0,27990.0,40460.0,8810.0,56720.0,78.2,16.9,4.9
441090307,Nantes,Petit Bois,69.0,11.0,20950.0,32190.0,45060.0,12910.0,65580.0,76.8,16.4,6.8
441090308,Nantes,Canclaux,72.0,9.0,23670.0,35020.0,55110.0,14730.0,84150.0,62.8,16.4,20.8
441090309,Nantes,Mellinet,69.0,11.0,21880.0,32690.0,49850.0,12710.0,89000.0,69.4,19.4,11.2
441090311,Nantes,Gare Maritime,61.0,21.0,15940.0,25800.0,37310.0,6170.0,51990.0,80.8,15.2,4.0
441090312,Nantes,Bouhier,63.0,17.0,17460.0,27610.0,38520.0,8130.0,51720.0,75.8,21.0,3.2
441090401,Nantes,Procé,64.0,15.0,18520.0,29730.0,45340.0,10730.0,62370.0,69.5,24.3,6.2
441090402,Nantes,Monselet,75.0,8.0,26600.0,40580.0,60090.0,15600.0,98890.0,59.3,20.1,20.6
441090403,Nantes,Viarme,61.0,21.0,15340.0,26120.0,39760.0,6520.0,59220.0,76.3,17.8,5.9
441090404,Nantes,Talensac-Pont Morand,63.0,16.0,18820.0,29810.0,41840.0,9530.0,60790.0,52.2,11.3,36.5
441090405,Nantes,Hauts Pavés,60.0,18.0,17210.0,28910.0,41980.0,8210.0,61410.0,77.4,16.6,6.0
441090406,Nantes,Vannes-Saint-Pasquier,70.0,10.0,22260.0,32990.0,47280.0,13970.0,69090.0,70.9,21.3,7.8
441090407,Nantes,Rennes-Bellamy,68.0,11.0,22280.0,33750.0,47720.0,12900.0,72150.0,73.6,17.2,9.2
441090408,Nantes,Bellamy-Barbin,61.0,16.0,18980.0,29980.0,44460.0,10530.0,63260.0,73.2,18.3,8.5
441090409,Nantes,Saint-Félix,69.0,10.0,22000.0,32980.0,46550.0,13460.0,67730.0,70.2,22.7,7.1
441090410,Nantes,Université-Michelet,61.0,16.0,18860.0,29100.0,41620.0,9610.0,57400.0,74.3,15.7,10.0
441090501,Nantes,Caserne Mellinet,64.0,15.0,18070.0,25950.0,40380.0,11620.0,62510.0,75.2,11.8,13.0
441090502,Nantes,Agenêts,58.0,18.0,17110.0,26520.0,37520.0,9200.0,51860.0,77.0,18.8,4.2
441090503,Nantes,Toutes Aides,65.0,11.0,21360.0,30670.0,40650.0,13670.0,58900.0,76.5,18.7,4.8
441090504,Nantes,Dalby,53.0,26.0,13170.0,22100.0,32430.0,5340.0,42610.0,83.1,14.0,2.9
441090505,Nantes,Coulmiers-Jardin des Plantes,61.0,18.0,17180.0,26510.0,37400.0,8550.0,53060.0,77.4,18.0,4.6
441090506,Nantes,Malakoff,24.0,66.0,4480.0,9820.0,16690.0,590.0,24770.0,79.4,19.5,1.1
441090507,Nantes,Vieux Malakoff,62.0,24.0,13980.0,23010.0,32640.0,5370.0,44170.0,90.7,6.3,3.0
441090508,Nantes,Richebourg-Saint-Clément,60.0,18.0,16950.0,27780.0,41080.0,8170.0,60100.0,73.3,18.2,8.5
441090509,Nantes,Waldeck-Sully,63.0,18.0,17010.0,27810.0,40920.0,8240.0,56100.0,77.3,17.8,4.9
441090510,Nantes,Saint-Donatien,66.0,11.0,21460.0,32670.0,47840.0,12740.0,67700.0,72.2,19.0,8.8
441090511,Nantes,Coudray,66.0,11.0,20470.0,29950.0,42650.0,13370.0,59490.0,76.1,16.7,7.2
441090601,Nantes,Z.A. Sainte-Anne-Zone Portuaire,59.0,26.0,13430.0,22970.0,32920.0,6220.0,44880.0,93.4,5.5,1.1
441090602,Nantes,République-Les Ponts,49.0,33.0,10630.0,19850.0,30870.0,4000.0,43990.0,85.9,10.8,3.3
441090603,Nantes,Beaulieu-Mangin,56.0,25.0,13610.0,22320.0,31130.0,5720.0,40990.0,75.8,21.9,2.3
441090604,Nantes,Île Beaulieu,56.0,27.0,13010.0,21740.0,30680.0,5740.0,39900.0,77.9,20.0,2.1
441090701,Nantes,Carcouet,65.0,13.0,18830.0,27920.0,40430.0,12150.0,57690.0,64.0,15.5,20.5
441090702,Nantes,Breil-Malville,24.0,62.0,4810.0,10740.0,17730.0,100.0,27170.0,75.2,22.6,2.2
441090703,Nantes,Route de Vannes,70.0,11.0,21710.0,31440.0,44920.0,13150.0,64070.0,69.0,21.0,10.0
441090705,Nantes,Beauséjour,64.0,15.0,17630.0,24990.0,33870.0,11210.0,44670.0,70.4,26.3,3.3
441090706,Nantes,Gaudinière,61.0,16.0,17700.0,26110.0,35100.0,9180.0,47490.0,69.4,26.4,4.2
441090707,Nantes,Barberie,63.0,13.0,18340.0,25010.0,32410.0,11240.0,41450.0,60.9,35.7,3.4
441090708,Nantes,Schuman,66.0,11.0,21940.0,32240.0,45970.0,13330.0,65760.0,68.9,21.1,10.0
441090709,Nantes,Rond-Point de Rennes,71.0,7.0,24270.0,35300.0,53340.0,16200.0,76470.0,72.2,15.6,12.2
441090710,Nantes,Perverie,65.0,7.0,23790.0,34600.0,49900.0,15770.0,63030.0,78.9,15.6,5.5
441090801,Nantes,Pont du Cens-Côte d'Or,56.0,24.0,14210.0,23960.0,34850.0,4830.0,45320.0,73.0,23.3,3.7
441090802,Nantes,Chauvinière,55.0,25.0,14240.0,22190.0,31410.0,5760.0,40830.0,75.2,22.6,2.2
441090803,Nantes,Bout des Pavés-Chêne des Anglais,29.0,58.0,5060.0,11360.0,19700.0,480.0,27520.0,79.0,20.2,0.8
441090804,Nantes,Bout des Landes,33.0,42.0,8180.0,15460.0,23650.0,3350.0,31030.0,76.6,21.1,2.3
441090806,Nantes,Santos-Dumont,43.0,35.0,9350.0,19600.0,29100.0,2840.0,38600.0,74.7,22.9,2.4
441090807,Nantes,Boissière,30.0,50.0,6170.0,13820.0,22030.0,0.0,33370.0,70.9,26.7,2.4
441090808,Nantes,Bourgeonnière-Petit Port,61.0,16.0,17810.0,26230.0,35800.0,9810.0,46960.0,63.4,30.9,5.7
441090809,Nantes,Jonelière-Université,58.0,21.0,15790.0,25490.0,37980.0,6540.0,50900.0,74.6,19.8,5.6
441090901,Nantes,Plessis Tison,62.0,15.0,18600.0,28030.0,38960.0,10190.0,51440.0,77.9,18.5,3.6
441090902,Nantes,Tortière,64.0,13.0,19310.0,26390.0,36210.0,11320.0,48510.0,76.9,18.7,4.4
441090903,Nantes,Port Boyer,27.0,51.0,6690.0,13340.0,21080.0,270.0,30940.0,75.2,23.2,1.6
441090904,Nantes,Éraudière-Renaudière,72.0,11.0,20840.0,30300.0,42080.0,13020.0,55900.0,67.5,25.5,7.0
441090905,Nantes,Ranzay-Grand Clos,48.0,35.0,9510.0,18510.0,28800.0,2530.0,41440.0,77.3,19.4,3.3
441090906,Nantes,Beaujoire-Halvêque,43.0,38.0,9320.0,16980.0,24410.0,3300.0,31440.0,80.2,18.3,1.5
441090908,Nantes,Z.A. Chantrerie-Gachet,63.0,13.0,20820.0,29940.0,42620.0,12370.0,57810.0,75.4,16.5,8.1
441090909,Nantes,Saint-Joseph-Erdre,66.0,15.0,18780.0,26470.0,35430.0,10800.0,46220.0,80.4,14.8,4.8
441090910,Nantes,Saint-Joseph-Bourg,56.0,21.0,15480.0,23230.0,31300.0,7380.0,40500.0,77.8,20.0,2.2
441091001,Nantes,Mairie de Doulon,59.0,17.0,16890.0,25860.0,35760.0,9230.0,49260.0,74.4,21.5,4.1
441091002,Nantes,Le Landreau,66.0,10.0,19700.0,26710.0,35100.0,13730.0,46180.0,72.7,23.9,3.4
441091003,Nantes,Boulevard des Poilus,60.0,16.0,17540.0,26240.0,37330.0,9890.0,49470.0,73.1,22.5,4.4
441091005,Nantes,Jules Verne,57.0,18.0,16310.0,22860.0,29320.0,9300.0,38180.0,66.8,31.1,2.1
441091006,Nantes,La Bottière,24.0,65.0,4610.0,9940.0,17080.0,90.0,24320.0,77.9,21.2,0.9
441091007,Nantes,Pilotière,60.0,14.0,17930.0,24980.0,33350.0,11130.0,43050.0,77.4,19.4,3.2
441091008,Nantes,Pin Sec,15.0,73.0,3820.0,8720.0,14150.0,0.0,20200.0,74.7,24.8,0.5
441091009,Nantes,Haluchère-Perray,55.0,27.0,12610.0,21520.0,29990.0,5780.0,38800.0,81.2,16.6,2.2
441091010,Nantes,Route de Sainte-Luce,60.0,17.0,17000.0,23800.0,32540.0,8860.0,41810.0,80.8,16.9,2.3
441091011,Nantes,Le Vieux Doulon,59.0,19.0,16630.0,24830.0,34800.0,8060.0,45520.0,68.6,28.1,3.3
441091012,Nantes,Z.A. Le Bois Briand,61.0,15.0,17190.0,24520.0,33790.0,11000.0,44480.0,73.5,23.2,3.3
441091101,Nantes,Grêneraie-Clos Torreau,44.0,43.0,8280.0,16310.0,26410.0,2330.0,36420.0,79.9,17.1,3.0
441091102,Nantes,Saint-Jacques-Pirmil,47.0,27.0,12130.0,20240.0,29210.0,4920.0,41090.0,76.2,21.6,2.2
441091103,Nantes,Saint-Jacques-Ripossière,60.0,17.0,17220.0,25180.0,34420.0,9100.0,45800.0,78.5,16.5,5.0
441091104,Nantes,Sèvre,63.0,14.0,18500.0,26830.0,35760.0,11520.0,51110.0,75.1,20.8,4.1
441091105,Nantes,Lion d'Or-Gilarderie,61.0,15.0,17900.0,24940.0,33240.0,10010.0,45300.0,79.0,17.6,3.4
441100101,Nort-sur-Erdre,Hors Agglomération,56.0,10.0,18710.0,24220.0,30230.0,13820.0,38320.0,76.6,19.0,4.4
441100102,Nort-sur-Erdre,Agglomération,47.0,15.0,16880.0,22450.0,30000.0,11450.0,37680.0,70.9,25.5,3.6
441140101,Orvault,La Cholière,81.0,3.0,27810.0,37440.0,49840.0,21240.0,66550.0,60.9,32.0,7.1
441140102,Orvault,La Bugallière,59.0,13.0,17550.0,23390.0,31220.0,11430.0,39040.0,70.6,27.8,1.6
441140103,Orvault,Bourg Sud,70.0,9.0,22130.0,32340.0,44930.0,14950.0,63220.0,70.0,18.1,11.9
441140104,Orvault,Bourg nord,62.0,15.0,18450.0,25940.0,34760.0,10550.0,46150.0,77.5,19.3,3.2
441140105,Orvault,Le Bois Raguenet,83.0,3.0,26170.0,32710.0,41980.0,19860.0,55700.0,60.3,35.8,3.9
441140106,Orvault,La Berthelotière,66.0,15.0,18530.0,28810.0,41540.0,9000.0,58600.0,60.0,29.3,10.7
441140107,Orvault,Le Bois Saint-Louis,64.0,15.0,18500.0,25680.0,35540.0,10460.0,46410.0,74.7,20.8,4.5
441140108,Orvault,Plaisance,36.0,51.0,5980.0,13520.0,21830.0,360.0,29410.0,72.7,26.3,1.0
441140109,Orvault,Le Bignon,71.0,7.0,22280.0,30340.0,41230.0,15940.0,52400.0,60.5,32.3,7.2
441140110,Orvault,La Salentine,55.0,23.0,15480.0,26100.0,36850.0,6730.0,48160.0,66.6,29.5,3.9
441140111,Orvault,Goupil,73.0,5.0,24530.0,34830.0,45740.0,18440.0,64660.0,65.7,26.6,7.7
441290101,Pontchâteau,Agglomération,49.0,15.0,16630.0,22310.0,28660.0,11060.0,36260.0,68.0,28.6,3.4
441290102,Pontchâteau,Campagne,59.0,9.0,18850.0,23930.0,29440.0,14210.0,36140.0,74.4,20.4,5.2
441310101,Pornic,Centre,60.0,15.0,17930.0,26330.0,39120.0,10900.0,58490.0,42.8,45.8,11.4
441310102,Pornic,Birochère-Joselière,65.0,8.0,20770.0,27950.0,38160.0,14400.0,53900.0,48.0,42.9,9.1
441310103,Pornic,Le Clion-Bourg,58.0,13.0,17720.0,23790.0,31290.0,12020.0,42900.0,63.6,30.2,6.2
441310104,Pornic,Sainte-Marie,64.0,9.0,20110.0,27660.0,38190.0,14370.0,54770.0,50.1,40.3,9.6
441320101,Pornichet,Gambetta,63.0,12.0,19410.0,28750.0,42720.0,12480.0,61130.0,44.1,46.1,9.8
441320102,Pornichet,Bonne Source-Saint-Sébastien,61.0,15.0,18320.0,26990.0,38510.0,10870.0,55460.0,47.1,38.8,14.1
441320103,Pornichet,Sainte-Marguerite,67.0,8.0,21580.0,28860.0,39880.0,15070.0,56500.0,54.1,35.2,10.7
441320104,Pornichet,Ermur-Les Forges,70.0,7.0,21790.0,28700.0,37520.0,15930.0,51870.0,65.2,28.7,6.1
441350101,Pouliguen,Nord,48.0,19.0,15180.0,22940.0,32190.0,8850.0,45430.0,38.2,52.0,9.8
441350102,Pouliguen,Sud,67.0,9.0,21370.0,30760.0,45180.0,14150.0,63920.0,32.8,46.6,20.6
441430101,Rezé,Z.A. Atout Sud-Trentemoult,65.0,11.0,19950.0,28800.0,42090.0,13200.0,58150.0,82.3,12.7,5.0
441430201,Rezé,Centre,52.0,24.0,14520.0,21660.0,29980.0,7090.0,39870.0,74.3,22.5,3.2
441430301,Rezé,Pont Rousseau Centre,50.0,24.0,14050.0,21360.0,29770.0,6500.0,39990.0,73.6,23.0,3.4
441430302,Rezé,Saint-Paul,63.0,14.0,18000.0,25070.0,34020.0,11240.0,45630.0,71.9,24.0,4.1
441430303,Rezé,Basse Landes-Chêne Gala,63.0,14.0,18400.0,25260.0,33900.0,10930.0,45330.0,75.9,21.1,3.0
441430401,Rezé,Château-Mahaudières,34.0,45.0,7630.0,15500.0,22670.0,1850.0,29650.0,71.8,26.9,1.3
441430402,Rezé,Trocardière-Moulin à l'Huile,63.0,8.0,20180.0,26390.0,33910.0,15210.0,43850.0,68.4,29.2,2.4
441430501,Rezé,La Houssais-Jaguère,58.0,19.0,16200.0,23160.0,30620.0,8850.0,38210.0,75.5,21.8,2.7
441430502,Rezé,Trois Moulins-La Houssais,63.0,10.0,19610.0,25940.0,33190.0,13980.0,42340.0,72.5,25.2,2.3
441430601,Rezé,Naudières-Landes Saint-Pierre,54.0,23.0,14940.0,22640.0,30440.0,7060.0,39620.0,72.4,24.8,2.8
441430602,Rezé,Morinière-Jaunais,60.0,15.0,17710.0,24510.0,32420.0,10970.0,41480.0,70.1,26.6,3.3
441430701,Rezé,Ragon Ouest,59.0,17.0,16750.0,23760.0,31580.0,8780.0,40910.0,79.6,17.5,2.9
441430702,Rezé,Ragon Est,61.0,15.0,17940.0,25240.0,33520.0,10350.0,43030.0,72.0,23.0,5.0
441540101,Saint-Brevin-les-Pins,Mindin,59.0,11.0,19070.0,25880.0,34340.0,13340.0,44400.0,51.8,42.9,5.3
441540102,Saint-Brevin-les-Pins,Les Pins,52.0,15.0,17030.0,23020.0,29930.0,11160.0,38380.0,41.9,53.6,4.5
441540103,Saint-Brevin-les-Pins,L'Océan,64.0,10.0,19930.0,27530.0,36870.0,13930.0,48930.0,56.0,32.8,11.2
441540104,Saint-Brevin-les-Pins,Les Villages,64.0,8.0,19930.0,25290.0,32150.0,14620.0,39940.0,67.1,28.7,4.2
441580101,Saint-Étienne-de-Montluc,Sillon,66.0,9.0,20790.0,27950.0,37590.0,14380.0,51030.0,70.4,21.1,8.5
441580102,Saint-Étienne-de-Montluc,Marais,62.0,8.0,19950.0,25920.0,33670.0,15110.0,44770.0,71.5,22.4,6.1
441620103,Saint-Herblain,Le Golf,53.0,17.0,16330.0,22330.0,29600.0,11020.0,37370.0,56.6,40.7,2.7
441620201,Saint-Herblain,Route de Vannes,69.0,9.0,22440.0,30140.0,41460.0,15080.0,55840.0,67.9,26.5,5.6
441620202,Saint-Herblain,La Bouvardière,69.0,8.0,20230.0,28260.0,37270.0,15060.0,49550.0,64.7,30.8,4.5
441620203,Saint-Herblain,Beauséjour,55.0,20.0,15780.0,23240.0,30880.0,7950.0,39320.0,72.3,24.1,3.6
441620301,Saint-Herblain,Les Quatre Vents,61.0,18.0,16910.0,25450.0,35220.0,9390.0,46760.0,78.2,18.7,3.1
441620302,Saint-Herblain,Moulin du Tillay-La Garotterie,57.0,18.0,16430.0,23310.0,30670.0,7960.0,39180.0,67.1,30.1,2.8
441620401,Saint-Herblain,Preux,53.0,25.0,13790.0,21400.0,29410.0,4150.0,37350.0,68.3,30.0,1.7
441620402,Saint-Herblain,Crémetterie,53.0,21.0,14970.0,21640.0,29390.0,8260.0,37840.0,74.9,21.7,3.4
441620501,Saint-Herblain,Harlière Nord,25.0,61.0,4490.0,10730.0,18030.0,350.0,24530.0,75.2,24.3,0.5
441620502,Saint-Herblain,Harlière Sud,39.0,45.0,6380.0,15150.0,22810.0,320.0,29500.0,72.5,26.1,1.4
441620503,Saint-Herblain,Village Expo,57.0,15.0,16780.0,23490.0,30330.0,9630.0,37000.0,68.8,29.5,1.7
441620504,Saint-Herblain,Bernardière,39.0,47.0,7600.0,15320.0,22480.0,1690.0,28930.0,72.3,26.9,0.8
441620505,Saint-Herblain,Moulin du Bois,45.0,33.0,11360.0,18170.0,24300.0,5430.0,29610.0,65.0,34.0,1.0
441620601,Saint-Herblain,Solvardière,61.0,20.0,15780.0,23220.0,32100.0,7740.0,41260.0,83.9,14.3,1.8
441620602,Saint-Herblain,Clos Amis,63.0,15.0,18370.0,26640.0,34600.0,10910.0,45620.0,70.8,26.3,2.9
441620603,Saint-Herblain,Bourg Centre,55.0,25.0,13840.0,20780.0,28280.0,6470.0,36230.0,74.6,23.6,1.8
441620604,Saint-Herblain,Pontpierre,63.0,15.0,18310.0,25720.0,33050.0,10160.0,43290.0,70.3,27.2,2.5
441620701,Saint-Herblain,Bourgonnière,60.0,16.0,17140.0,23820.0,31040.0,11150.0,38900.0,71.8,25.4,2.8
441620702,Saint-Herblain,Pelousière,58.0,20.0,16450.0,23420.0,31470.0,8490.0,40500.0,78.6,14.9,6.5
441620801,Saint-Herblain,Bergerie-Les Écarts,61.0,12.0,19190.0,26660.0,36830.0,12960.0,46770.0,67.5,26.5,6.0
441660101,Saint-Jean-de-Boiseau,Centre Ville-Nord Rigaudière,55.0,15.0,16910.0,23490.0,29390.0,11180.0,37840.0,73.1,24.0,2.9
441660102,Saint-Jean-de-Boiseau,Télindière-Surchaud-Prunière-Boiseau Sud,60.0,11.0,18840.0,24740.0,31700.0,12800.0,40030.0,74.3,22.4,3.3
441690101,Saint-Julien-de-Concelles,Agglomération,57.0,10.0,19370.0,25130.0,32650.0,13830.0,43520.0,72.7,20.8,6.5
441690102,Saint-Julien-de-Concelles,La Vallée,61.0,7.0,20080.0,25020.0,32740.0,15220.0,42900.0,75.1,19.4,5.5
441690103,Saint-Julien-de-Concelles,Les Champs,63.0,7.0,20290.0,25680.0,34190.0,15070.0,43280.0,71.7,21.7,6.6
441720101,Sainte-Luce-sur-Loire,L'Auneau-Le Buisson,71.0,5.0,22640.0,29170.0,38070.0,16900.0,47780.0,65.3,30.5,4.2
441720102,Sainte-Luce-sur-Loire,Le Motay-Les Indulgences,67.0,9.0,21850.0,28690.0,37460.0,14670.0,48970.0,55.9,38.9,5.2
441720103,Sainte-Luce-sur-Loire,La Nobilière,71.0,5.0,23440.0,29410.0,37490.0,18340.0,49340.0,62.6,33.7,3.7
441720104,Sainte-Luce-sur-Loire,Le Chassay,55.0,19.0,16490.0,23920.0,32470.0,9220.0,42220.0,62.1,35.3,2.6
441720106,Sainte-Luce-sur-Loire,Z.A. RN 23-Maison Neuve,63.0,15.0,17460.0,25240.0,32380.0,10410.0,40770.0,89.0,7.8,3.2
441720107,Sainte-Luce-sur-Loire,Centre Est,64.0,11.0,19880.0,26870.0,35340.0,12870.0,49870.0,80.7,14.5,4.8
441720108,Sainte-Luce-sur-Loire,Sud Est Loire,59.0,17.0,16800.0,24050.0,31300.0,10880.0,40770.0,80.7,15.9,3.4
441840101,Saint-Nazaire,Méan Penhoët,44.0,27.0,12980.0,19440.0,25520.0,6170.0,31750.0,71.0,27.3,1.7
441840103,Saint-Nazaire,Herbins Gare,47.0,24.0,14460.0,20430.0,27400.0,8550.0,34720.0,70.4,27.8,1.8
441840104,Saint-Nazaire,Centre Halles,43.0,28.0,12490.0,19040.0,26390.0,5530.0,36100.0,72.7,24.8,2.5
441840105,Saint-Nazaire,Hyper Centre,48.0,25.0,13750.0,20280.0,26670.0,7130.0,34530.0,70.3,27.8,1.9
441840106,Saint-Nazaire,Hôtel de ville,51.0,23.0,14560.0,21620.0,29430.0,7550.0,39380.0,69.0,28.0,3.0
441840107,Saint-Nazaire,Ville Port,51.0,25.0,13830.0,21120.0,28630.0,6900.0,38520.0,57.0,39.7,3.3
441840108,Saint-Nazaire,Jardin des Plantes,55.0,12.0,18400.0,26580.0,38310.0,12330.0,51580.0,62.3,32.8,4.9
441840109,Saint-Nazaire,Petit Caporal,47.0,27.0,12960.0,19870.0,27080.0,7680.0,34830.0,67.7,30.0,2.3
441840110,Saint-Nazaire,Cité Scolaire,46.0,27.0,13200.0,20350.0,27310.0,6330.0,35480.0,62.3,33.6,4.1
441840111,Saint-Nazaire,Gambetta,52.0,21.0,14790.0,21880.0,30060.0,8590.0,37930.0,64.5,32.8,2.7
441840112,Saint-Nazaire,Pertuischaud,40.0,36.0,9220.0,18100.0,25790.0,2570.0,33560.0,55.4,41.7,2.9
441840113,Saint-Nazaire,Parc Paysager,54.0,20.0,15910.0,23250.0,32130.0,8320.0,41560.0,57.2,39.2,3.6
441840114,Saint-Nazaire,Ville ès Martin,59.0,17.0,17190.0,24770.0,34960.0,9560.0,47880.0,51.3,43.5,5.2
441840115,Saint-Nazaire,Prézégat-Berthauderie,29.0,51.0,6990.0,13340.0,20030.0,1170.0,26090.0,65.2,33.7,1.1
441840116,Saint-Nazaire,Québrais,44.0,31.0,11490.0,20070.0,28690.0,4110.0,37280.0,56.7,40.2,3.1
441840117,Saint-Nazaire,Villeneuve,59.0,14.0,17480.0,23720.0,30710.0,11230.0,38630.0,66.1,31.5,2.4
441840119,Saint-Nazaire,Chesnaie,29.0,65.0,3720.0,10230.0,17750.0,0.0,24350.0,73.3,26.3,0.4
441840120,Saint-Nazaire,Reton-Plaisance,45.0,25.0,13870.0,19830.0,26190.0,6420.0,33610.0,55.8,43.0,1.2
441840121,Saint-Nazaire,Gavy Océanis,47.0,21.0,15000.0,22030.0,28370.0,8450.0,39670.0,64.5,30.9,4.6
441840122,Saint-Nazaire,Bouletterie,29.0,58.0,4750.0,11610.0,19080.0,0.0,25670.0,72.1,27.1,0.8
441840123,Saint-Nazaire,Richarderie-Côte d'Amour,51.0,27.0,13280.0,21590.0,27740.0,6150.0,35920.0,56.5,41.7,1.8
441840124,Saint-Nazaire,Trébale,45.0,32.0,10750.0,18680.0,25540.0,2920.0,32890.0,59.6,39.3,1.1
441840125,Saint-Nazaire,Porcé,49.0,27.0,13050.0,20890.0,29950.0,5420.0,42160.0,56.8,38.9,4.3
441840126,Saint-Nazaire,Kerlédé,48.0,26.0,13320.0,21100.0,28700.0,6450.0,38260.0,46.4,50.3,3.3
441840130,Saint-Nazaire,Saint-Marc Ouest,67.0,10.0,20930.0,28450.0,38200.0,13990.0,51340.0,63.2,30.4,6.4
441840131,Saint-Nazaire,Saint-Marc Est,67.0,9.0,20470.0,28620.0,39610.0,14260.0,53360.0,62.8,28.8,8.4
441840132,Saint-Nazaire,Landettes-Avalix,48.0,30.0,11980.0,21070.0,28040.0,4110.0,36230.0,65.6,33.0,1.4
441840133,Saint-Nazaire,Immaculée Campagne,65.0,8.0,20210.0,27110.0,34740.0,15390.0,42970.0,61.1,33.9,5.0
441840134,Saint-Nazaire,Immaculée Bourg,63.0,11.0,19170.0,25760.0,33250.0,13230.0,42550.0,65.4,30.0,4.6
441880101,Saint-Philbert-de-Grand-Lieu,Nord Boulogne-Nord Bourg,55.0,10.0,18860.0,24560.0,31000.0,13960.0,40750.0,73.2,18.7,8.1
441880102,Saint-Philbert-de-Grand-Lieu,Sud Boulogne,57.0,8.0,19170.0,24280.0,31070.0,14580.0,38070.0,80.3,15.6,4.1
441880103,Saint-Philbert-de-Grand-Lieu,Sud Bourg,55.0,11.0,18890.0,24500.0,31290.0,13050.0,39990.0,71.7,23.6,4.7
441900101,Saint-Sébastien-sur-Loire,Centre,55.0,17.0,16750.0,24130.0,33280.0,9330.0,45210.0,66.9,28.5,4.6
441900102,Saint-Sébastien-sur-Loire,Métairie,63.0,11.0,19300.0,26320.0,35710.0,12890.0,46590.0,68.1,28.2,3.7
441900103,Saint-Sébastien-sur-Loire,Baugerie,60.0,18.0,16620.0,24970.0,35150.0,9580.0,48960.0,67.5,27.8,4.7
441900104,Saint-Sébastien-sur-Loire,Martellière,63.0,19.0,16490.0,25320.0,36420.0,8980.0,49710.0,65.3,28.7,6.0
441900105,Saint-Sébastien-sur-Loire,Douet,70.0,8.0,22070.0,29910.0,39670.0,15130.0,52170.0,70.4,23.5,6.1
441900106,Saint-Sébastien-sur-Loire,Joliverie,65.0,9.0,21080.0,28150.0,37720.0,14070.0,48840.0,71.2,24.5,4.3
441900107,Saint-Sébastien-sur-Loire,Ouche Quinet,63.0,12.0,19470.0,26200.0,35740.0,12070.0,47290.0,72.9,23.6,3.5
441900108,Saint-Sébastien-sur-Loire,Jaunaie-Profondine,63.0,9.0,20150.0,26460.0,35340.0,15030.0,45960.0,64.6,31.9,3.5
441900110,Saint-Sébastien-sur-Loire,Fontaine-Portereau,55.0,15.0,17300.0,24150.0,31920.0,9630.0,40110.0,70.7,27.2,2.1
441900111,Saint-Sébastien-sur-Loire,Savarières,61.0,15.0,17550.0,24640.0,32570.0,10660.0,42960.0,74.4,22.9,2.7
441940101,Sautron,Centre,67.0,11.0,20090.0,28290.0,38790.0,13430.0,54880.0,67.0,27.1,5.9
441940102,Sautron,Ouest,72.0,9.0,23310.0,33390.0,46810.0,15430.0,62630.0,62.3,29.2,8.5
441940103,Sautron,Nord-Ouest,71.0,9.0,22730.0,31900.0,43170.0,14520.0,58690.0,61.9,25.0,13.1
441980101,Sorinières,Nord,63.0,9.0,20040.0,26040.0,33380.0,14420.0,43980.0,71.9,23.2,4.9
441980102,Sorinières,Sud,58.0,14.0,18510.0,25590.0,33550.0,11290.0,43290.0,70.9,22.4,6.7
442010101,Sucé-sur-Erdre,Sud,75.0,3.0,24520.0,32420.0,43480.0,18560.0,61040.0,64.9,20.3,14.8
442040101,Thouaré-sur-Loire,Ouest,61.0,14.0,18930.0,26340.0,35470.0,11360.0,45740.0,73.7,21.3,5.0
442040102,Thouaré-sur-Loire,Centre,66.0,11.0,19600.0,26290.0,34190.0,13100.0,44800.0,76.0,19.6,4.4
442040103,Thouaré-sur-Loire,Est,66.0,10.0,20320.0,27850.0,36630.0,14020.0,46930.0,73.2,21.8,5.0
