iris_id,commune_name,place_in_commune,menages_fiscaux_imposes_pct,taux_bas_revenus_pct,revenu_q1_eur,revenu_median_eur,revenu_q3_eur,revenu_d1_eur,revenu_d9_eur,part_revenus_activite_pct,part_pensions_pct,part_autres_revenus_pct
010040101,Ambérieu-en-Bugey,Les Pérouses-Triangle d'Activités,43.0,29.0,12610.0,19330.0,26390.0,7760.0,33850.0,69.3,27.1,3.6
010040102,Ambérieu-en-Bugey,Longeray-Gare,42.0,39.0,9730.0,16830.0,24620.0,4680.0,33030.0,70.5,25.6,3.9
010040201,Ambérieu-en-Bugey,Centre-Saint-Germain-Vareilles,47.0,29.0,12220.0,19940.0,27650.0,6500.0,37220.0,69.3,26.7,4.0
010040202,Ambérieu-en-Bugey,Tiret-Les Allymes,62.0,14.0,18350.0,25560.0,35010.0,11960.0,45520.0,65.5,21.8,12.7
010330102,Valserhône,Centre Ville,42.0,31.0,11280.0,19870.0,30050.0,5250.0,44820.0,74.1,23.0,2.9
010330103,Valserhône,Lancrans-Coupy-Vanchy,49.0,23.0,14480.0,24250.0,37150.0,7390.0,52060.0,76.1,20.6,3.3
010330201,Valserhône,Arc Vouvray-Gare-Châtillon,50.0,19.0,16680.0,26260.0,38330.0,8940.0,57920.0,71.9,24.6,3.5
010330202,Valserhône,Plateau de Musinens,40.0,36.0,10810.0,18380.0,28270.0,5630.0,42550.0,68.1,30.3,1.6
010330301,Valserhône,Arlod,39.0,27.0,13000.0,21760.0,32830.0,7590.0,45980.0,79.8,18.7,1.5
010330401,Valserhône,Châtillon-en-Michaille,53.0,12.0,20080.0,29300.0,41880.0,13120.0,58590.0,77.5,17.6,4.9
010340101,Belley,Ouest,55.0,15.0,17410.0,22830.0,29950.0,11290.0,40250.0,63.0,31.6,5.4
010340102,Belley,Centre et Est,46.0,27.0,13090.0,19930.0,28100.0,7300.0,38940.0,60.0,36.1,3.9
010340103,Belley,Sud-Ouest,41.0,39.0,9480.0,16790.0,25000.0,5050.0,36470.0,61.1,33.4,5.5
010530101,Bourg-en-Bresse,Centre Ville,49.0,31.0,11490.0,20210.0,30400.0,4740.0,43750.0,66.8,25.0,8.2
010530102,Bourg-en-Bresse,Champ de Foire,51.0,26.0,13160.0,21070.0,29710.0,6040.0,41610.0,58.1,38.9,3.0
010530103,Bourg-en-Bresse,Préfecture,53.0,25.0,13840.0,22900.0,33930.0,5340.0,48810.0,58.3,31.3,10.4
010530201,Bourg-en-Bresse,Citadelle,51.0,28.0,12870.0,20320.0,28970.0,7210.0,40310.0,63.7,32.9,3.4
010530202,Bourg-en-Bresse,Mail,37.0,45.0,7440.0,15040.0,23150.0,2090.0,32590.0,70.5,25.2,4.3
010530203,Bourg-en-Bresse,Peloux,49.0,27.0,13000.0,20530.0,28290.0,5500.0,39760.0,66.6,30.3,3.1
010530301,Bourg-en-Bresse,Gare,58.0,19.0,16200.0,23880.0,33570.0,7900.0,51280.0,65.6,29.2,5.2
010530302,Bourg-en-Bresse,Brou,48.0,31.0,11250.0,19500.0,27640.0,5840.0,40390.0,64.0,31.3,4.7
010530401,Bourg-en-Bresse,Vennes Ouest,47.0,31.0,11460.0,19490.0,28220.0,6940.0,37850.0,64.7,33.4,1.9
010530402,Bourg-en-Bresse,Vennes Est,61.0,18.0,17180.0,24140.0,31200.0,10360.0,40890.0,61.5,35.8,2.7
010530501,Bourg-en-Bresse,Baudières,59.0,19.0,16210.0,24610.0,32630.0,9680.0,44650.0,51.5,43.5,5.0
010530502,Bourg-en-Bresse,Sardières,50.0,27.0,12720.0,21070.0,30520.0,7220.0,44180.0,60.7,33.3,6.0
010530503,Bourg-en-Bresse,Croix Blanche,25.0,58.0,6120.0,11970.0,18270.0,1010.0,25780.0,71.0,26.5,2.5
010530601,Bourg-en-Bresse,Pont des Chèvres,33.0,49.0,7430.0,14050.0,21740.0,2000.0,29410.0,58.1,40.1,1.8
010530602,Bourg-en-Bresse,Reyssouze Ouest,31.0,55.0,7000.0,12090.0,19650.0,2430.0,26240.0,58.0,39.5,2.5
010530603,Bourg-en-Bresse,Reyssouze Est,19.0,63.0,6280.0,10560.0,16850.0,610.0,22730.0,65.9,33.7,0.4
010530604,Bourg-en-Bresse,Cenord-Grand Challes,55.0,23.0,14290.0,21630.0,29250.0,4430.0,38130.0,55.3,41.0,3.7
010530701,Bourg-en-Bresse,Granges Bardes-Alagnier,52.0,21.0,14700.0,21760.0,28580.0,7970.0,37140.0,65.8,27.1,7.1
011430101,Divonne-les-Bains,Centre,63.0,11.0,25890.0,47480.0,77670.0,12860.0,114310.0,80.3,16.0,3.7
011430102,Divonne-les-Bains,Nord-Ouest,64.0,10.0,29850.0,55310.0,90200.0,13690.0,132220.0,83.6,12.2,4.2
011430103,Divonne-les-Bains,Sud-Ouest,65.0,11.0,25170.0,49260.0,84600.0,13120.0,121050.0,80.2,13.2,6.6
011600101,Ferney-Voltaire,Ouest,41.0,27.0,11770.0,28770.0,50900.0,10.0,78740.0,79.6,16.5,3.9
011600102,Ferney-Voltaire,Centre,48.0,26.0,13220.0,33780.0,59810.0,80.0,90350.0,69.8,22.4,7.8
011600103,Ferney-Voltaire,Est,39.0,40.0,8150.0,19400.0,41610.0,30.0,71070.0,90.2,8.5,1.3
011730101,Gex,Centre,55.0,18.0,17190.0,31090.0,51180.0,7290.0,78350.0,86.2,10.4,3.4
011730102,Gex,Ouest,63.0,13.0,21220.0,37400.0,58320.0,11000.0,83560.0,84.5,11.9,3.6
011730103,Gex,Est,61.0,13.0,22910.0,42080.0,62520.0,11650.0,86740.0,88.3,9.6,2.1
011940101,Jassans-Riottier,Nord,53.0,19.0,15560.0,22950.0,30070.0,9270.0,39140.0,66.7,30.5,2.8
011940102,Jassans-Riottier,Sud,63.0,13.0,18740.0,26000.0,35520.0,11840.0,46310.0,70.1,25.0,4.9
012020101,Lagnieu,Nord,58.0,14.0,18050.0,24750.0,32740.0,11830.0,43050.0,69.1,26.9,4.0
012020102,Lagnieu,Sud,53.0,17.0,16440.0,22970.0,30540.0,10450.0,40960.0,67.3,28.9,3.8
012440101,Meximieux,L'Horloge,59.0,14.0,17800.0,25700.0,35130.0,11310.0,45330.0,71.7,24.4,3.9
012440102,Meximieux,La Colline,50.0,22.0,14820.0,21490.0,30160.0,9130.0,40070.0,70.2,24.2,5.6
012440103,Meximieux,L'Étang,63.0,11.0,18710.0,26710.0,34310.0,12160.0,45260.0,79.8,17.6,2.6
012490101,Miribel,Est,64.0,11.0,19580.0,26290.0,35180.0,12880.0,46720.0,75.9,19.6,4.5
012490102,Miribel,Centre,59.0,20.0,15630.0,24460.0,34480.0,8320.0,46430.0,69.2,27.0,3.8
012490103,Miribel,Ouest,71.0,8.0,22070.0,30460.0,40300.0,15050.0,53840.0,77.1,17.3,5.6
012620101,Montluel,Nord,66.0,9.0,20770.0,28620.0,37910.0,14190.0,50240.0,74.5,20.6,4.9
012620102,Montluel,Sud,48.0,30.0,12060.0,19390.0,26310.0,6080.0,34470.0,74.7,22.7,2.6
012830102,Oyonnax,ZUS Centre,23.0,57.0,7620.0,12290.0,18300.0,4150.0,24050.0,70.4,28.7,0.9
012830103,Oyonnax,ZUS Nord-Est,26.0,52.0,8110.0,13110.0,19660.0,4590.0,26280.0,63.6,35.1,1.3
012830104,Oyonnax,ZUS Ouest,23.0,61.0,6960.0,11650.0,18140.0,3020.0,24130.0,72.1,27.1,0.8
012830201,Oyonnax,Ville Sud,45.0,31.0,11810.0,18640.0,26680.0,6500.0,35150.0,62.0,33.3,4.7
012830202,Oyonnax,Ville Est,44.0,35.0,10650.0,18130.0,26110.0,3960.0,35770.0,67.5,29.3,3.2
012830203,Oyonnax,Nierme et Geilles,31.0,45.0,8890.0,14880.0,23130.0,4910.0,32770.0,65.8,30.6,3.6
012830301,Oyonnax,Ville Ouest,42.0,33.0,11530.0,18150.0,25420.0,5990.0,34740.0,68.8,28.2,3.0
012830303,Oyonnax,Ville Nord,43.0,33.0,10970.0,18980.0,25830.0,5670.0,35440.0,69.7,27.2,3.1
012830304,Oyonnax,Extérieur Est,49.0,27.0,13250.0,20460.0,27320.0,7880.0,37840.0,59.3,20.7,20.0
012830305,Oyonnax,Veyziat,69.0,9.0,21670.0,27780.0,38500.0,14490.0,54260.0,63.3,25.1,11.6
012890101,Péronnas,Centre,52.0,19.0,15550.0,22230.0,29050.0,8580.0,38820.0,59.7,36.8,3.5
012890102,Péronnas,Périphérie,62.0,12.0,18170.0,25280.0,34190.0,12730.0,46650.0,61.1,33.4,5.5
013540101,Saint-Genis-Pouilly,Ouest,41.0,23.0,15260.0,35120.0,63470.0,2580.0,89980.0,83.7,13.6,2.7
013540102,Saint-Genis-Pouilly,Est,41.0,28.0,11480.0,27810.0,52360.0,0.0,76790.0,80.7,16.3,3.0
013540103,Saint-Genis-Pouilly,Centre,38.0,33.0,10090.0,21980.0,37980.0,0.0,56190.0,77.3,20.8,1.9
014270101,Trévoux,Ouest,59.0,19.0,16680.0,24980.0,33110.0,9270.0,43870.0,75.7,20.8,3.5
014270102,Trévoux,Est,55.0,17.0,16390.0,23270.0,32080.0,10010.0,43090.0,73.4,22.2,4.4
014510101,Viriat,Nord et Ouest,67.0,5.0,21490.0,27130.0,34820.0,16890.0,45140.0,66.4,26.2,7.4
014510102,Viriat,Centre et Sud-Est,61.0,16.0,17350.0,24500.0,32560.0,10240.0,42230.0,65.7,30.3,4.0
021680101,Château-Thierry,Centre,42.0,38.0,9240.0,16920.0,25290.0,3800.0,34350.0,67.6,28.4,4.0
021680201,Château-Thierry,Chesneaux,55.0,27.0,13570.0,21510.0,31600.0,7670.0,44330.0,65.1,28.5,6.4
021680401,Château-Thierry,Mare Aubry,45.0,29.0,12080.0,19520.0,28010.0,5410.0,37880.0,64.5,30.1,5.4
021680501,Château-Thierry,Vaucrises,21.0,67.0,4340.0,9470.0,16570.0,200.0,23540.0,68.8,30.0,1.2
021680601,Château-Thierry,Gerbrois-Saint-Martin-Le Buisson-Vincelles,57.0,19.0,15300.0,23320.0,31940.0,10280.0,44800.0,60.5,34.9,4.6
021680701,Château-Thierry,Blanchard,39.0,41.0,9310.0,16590.0,24270.0,3860.0,32590.0,67.1,30.1,2.8
021730101,Chauny,Nord-Ouest,28.0,52.0,5820.0,13100.0,20550.0,290.0,28050.0,57.7,39.9,2.4
021730201,Chauny,Sud-Ouest,42.0,35.0,10380.0,18550.0,26640.0,3410.0,37720.0,62.4,33.6,4.0
021730301,Chauny,Nord-Est,49.0,26.0,13630.0,21430.0,29490.0,6060.0,41210.0,63.6,32.3,4.1
023400101,Gauchy,Nord,49.0,23.0,14890.0,20390.0,25950.0,9180.0,33270.0,67.5,30.7,1.8
023400201,Gauchy,Centre,43.0,31.0,10940.0,18850.0,25820.0,5330.0,33700.0,63.5,35.3,1.2
023400301,Gauchy,Sud,45.0,21.0,15350.0,21030.0,26260.0,7820.0,33340.0,54.2,44.3,1.5
023810101,Hirson,Centre Ville,27.0,50.0,6110.0,13720.0,20900.0,20.0,29340.0,54.4,39.5,6.1
023810201,Hirson,Champ Roland,28.0,50.0,5240.0,13660.0,21010.0,100.0,28470.0,54.6,42.1,3.3
023810301,Hirson,Europe Futaie,39.0,37.0,8910.0,17820.0,25210.0,1440.0,31750.0,56.6,40.8,2.6
023810401,Hirson,Champs Élysées,27.0,45.0,6830.0,15340.0,21410.0,360.0,27980.0,55.9,41.3,2.8
024080101,Laon,Saint-Exupéry-Moulin Roux,19.0,67.0,2710.0,8710.0,16970.0,0.0,24130.0,57.5,41.5,1.0
024080201,Laon,Cité du Nord,39.0,40.0,9850.0,16500.0,23830.0,3730.0,31810.0,60.7,37.4,1.9
024080301,Laon,Gare Saint-Marcel,47.0,31.0,11230.0,20150.0,29150.0,3350.0,39140.0,62.9,32.5,4.6
024080401,Laon,Individuels,53.0,23.0,13930.0,21960.0,31020.0,6540.0,42930.0,54.5,39.9,5.6
024080402,Laon,Prévert-Maraîchers,28.0,50.0,6680.0,13830.0,20660.0,830.0,27230.0,62.0,37.4,0.6
024080501,Laon,Plateau,47.0,38.0,8600.0,19070.0,29570.0,760.0,45910.0,72.0,22.7,5.3
024080601,Laon,Vaux,44.0,34.0,10300.0,18500.0,26320.0,3650.0,35250.0,66.0,31.2,2.8
024080801,Laon,Montreuil-La Neuville-Marquette,35.0,45.0,6700.0,15300.0,23860.0,1130.0,31850.0,61.0,37.2,1.8
024080901,Laon,Ardon-Leuilly-Semilly,57.0,19.0,16480.0,23080.0,31330.0,9880.0,47290.0,58.8,35.6,5.6
026910101,Saint-Quentin,Centre Ville 1,50.0,27.0,12500.0,21860.0,34980.0,2940.0,55140.0,66.9,25.5,7.6
026910102,Saint-Quentin,Centre Ville 2,53.0,27.0,12620.0,24270.0,41230.0,4630.0,66930.0,66.3,25.2,8.5
026910103,Saint-Quentin,Centre Ville 3,43.0,39.0,8070.0,17610.0,28150.0,20.0,45070.0,70.3,23.3,6.4
026910104,Saint-Quentin,Centre Ville 4,41.0,40.0,7350.0,17030.0,27720.0,680.0,42670.0,63.8,24.4,11.8
026910201,Saint-Quentin,Europe-Remicourt 1,48.0,29.0,12460.0,20640.0,30490.0,4580.0,44150.0,65.1,24.8,10.1
026910202,Saint-Quentin,Europe-Remicourt 2,53.0,25.0,13880.0,21380.0,28530.0,6350.0,39260.0,64.7,32.0,3.3
026910203,Saint-Quentin,Europe-Remicourt 3,47.0,31.0,11680.0,20160.0,28480.0,4010.0,41360.0,50.2,45.0,4.8
026910204,Saint-Quentin,Europe-Remicourt 4,21.0,69.0,640.0,6750.0,16270.0,0.0,26270.0,58.3,37.2,4.5
026910205,Saint-Quentin,Europe-Remicourt 5,13.0,75.0,1710.0,6770.0,13600.0,0.0,19020.0,59.3,39.8,0.9
026910206,Saint-Quentin,Europe-Remicourt 6,25.0,59.0,3860.0,10810.0,18810.0,0.0,24980.0,35.0,63.9,1.1
026910207,Saint-Quentin,Europe-Remicourt 7,27.0,55.0,5360.0,11940.0,19660.0,480.0,26570.0,43.6,55.2,1.2
026910208,Saint-Quentin,Europe-Remicourt 8,55.0,25.0,14060.0,22130.0,31650.0,4250.0,44820.0,63.2,29.5,7.3
026910209,Saint-Quentin,Europe-Remicourt 9,47.0,31.0,11760.0,20950.0,33910.0,5010.0,53300.0,68.8,26.4,4.8
026910301,Saint-Quentin,Isle 1,33.0,47.0,6810.0,14810.0,21390.0,1260.0,29510.0,68.6,27.9,3.5
026910302,Saint-Quentin,Isle 2,43.0,29.0,12010.0,18830.0,24890.0,4630.0,31900.0,64.0,33.8,2.2
026910303,Saint-Quentin,Isle 3,25.0,53.0,5090.0,12680.0,19660.0,0.0,25260.0,49.8,49.6,0.6
026910304,Saint-Quentin,Isle 4,33.0,45.0,7130.0,15200.0,22470.0,1270.0,30700.0,62.8,35.0,2.2
026910401,Saint-Quentin,Saint-Martin-Oestres 1,37.0,40.0,8970.0,17070.0,25020.0,2310.0,33740.0,59.1,37.7,3.2
026910402,Saint-Quentin,Saint-Martin-Oestres 2,35.0,39.0,8910.0,15830.0,23220.0,2340.0,30570.0,68.1,31.0,0.9
026910403,Saint-Quentin,Saint-Martin-Oestres 3,43.0,33.0,10860.0,18140.0,24880.0,4960.0,31960.0,59.4,39.0,1.6
026910501,Saint-Quentin,Vermandois 1,37.0,40.0,8850.0,16530.0,23450.0,1210.0,31300.0,66.5,31.0,2.5
026910502,Saint-Quentin,Vermandois 2,41.0,37.0,8780.0,18000.0,27180.0,3610.0,36620.0,65.5,30.2,4.3
026910503,Saint-Quentin,Vermandois 3,19.0,63.0,3460.0,9440.0,17950.0,0.0,24550.0,66.1,33.2,0.7
026910504,Saint-Quentin,Vermandois 4,43.0,31.0,11910.0,19370.0,26710.0,5570.0,34570.0,57.8,40.5,1.7
026910601,Saint-Quentin,Saint-Jean,40.0,35.0,9930.0,17910.0,25260.0,2440.0,35090.0,66.5,29.8,3.7
027220101,Soissons,Presles 1,25.0,65.0,3890.0,9760.0,17880.0,0.0,27930.0,50.8,43.0,6.2
027220102,Soissons,Presles 2,11.0,79.0,1760.0,6910.0,13110.0,0.0,18520.0,71.8,27.3,0.9
027220103,Soissons,Presles 3,17.0,65.0,4730.0,9940.0,16780.0,150.0,23000.0,65.2,32.3,2.5
027220201,Soissons,Maupas,35.0,41.0,9430.0,15730.0,21510.0,2780.0,27380.0,56.2,41.9,1.9
027220301,Soissons,Longues Baies,63.0,13.0,18630.0,26590.0,37090.0,11640.0,50820.0,58.3,34.9,6.8
027220401,Soissons,Saint-Crépin,24.0,48.0,6170.0,14130.0,20520.0,0.0,26230.0,55.2,42.7,2.1
027220501,Soissons,Centre 1,56.0,17.0,16280.0,24060.0,33250.0,10590.0,51800.0,58.8,31.1,10.1
027220502,Soissons,Centre 2,43.0,33.0,10940.0,18830.0,28680.0,3370.0,42610.0,55.8,36.4,7.8
027220503,Soissons,Centre 3,50.0,29.0,12060.0,21440.0,33370.0,5860.0,55020.0,61.9,27.2,10.9
027220601,Soissons,Chevreux,21.0,63.0,4790.0,10430.0,18150.0,490.0,25570.0,77.7,21.3,1.0
027220701,Soissons,Saint-Waast,49.0,25.0,13450.0,20480.0,28700.0,6170.0,39020.0,65.4,30.3,4.3
027220801,Soissons,Saint-Médard,31.0,45.0,8980.0,15540.0,22430.0,3260.0,30630.0,71.4,27.0,1.6
027220901,Soissons,Gare,53.0,25.0,13340.0,21970.0,31960.0,7430.0,46860.0,61.7,28.9,9.4
027380101,Tergnier,Quessy Centre,37.0,33.0,10320.0,18210.0,24860.0,4500.0,32180.0,63.3,34.2,2.5
027380102,Tergnier,Quessy Cité,29.0,45.0,8330.0,14800.0,20880.0,3910.0,26660.0,70.8,28.8,0.4
027380201,Tergnier,Vouel,39.0,34.0,10800.0,18000.0,25000.0,3140.0,31690.0,63.6,35.1,1.3
027380301,Tergnier,Tergnier 1,39.0,34.0,10750.0,17810.0,24630.0,2650.0,31630.0,58.3,38.8,2.9
027380302,Tergnier,Tergnier 2,31.0,48.0,6010.0,14290.0,21290.0,780.0,28610.0,62.0,36.1,1.9
027380401,Tergnier,Fargniers,40.0,30.0,12380.0,18860.0,24880.0,5220.0,32340.0,61.3,36.7,2.0
028100102,Villers-Cotterêts,Avenue de Compiegne,43.0,28.0,13140.0,19440.0,26930.0,6550.0,36660.0,62.1,30.4,7.5
028100202,Villers-Cotterêts,Château,51.0,23.0,14420.0,21370.0,28930.0,8530.0,41570.0,65.1,27.0,7.9
028100302,Villers-Cotterêts,Pisseleux,51.0,16.0,16050.0,21670.0,27870.0,11240.0,36590.0,72.4,22.4,5.2
028100401,Villers-Cotterêts,Vivières,29.0,49.0,8140.0,14050.0,20980.0,3270.0,28010.0,78.5,21.0,0.5
030230101,Bellerive-sur-Allier,Centre Ville Haut,47.0,32.0,10570.0,20000.0,29540.0,3120.0,42240.0,55.6,39.0,5.4
030230102,Bellerive-sur-Allier,Centre Ville Bas,49.0,21.0,14910.0,22100.0,31910.0,8590.0,44030.0,53.5,39.8,6.7
030230103,Bellerive-sur-Allier,Extérieur Haut,55.0,27.0,13320.0,22450.0,31770.0,2960.0,46670.0,52.8,39.3,7.9
030230104,Bellerive-sur-Allier,Extérieur Bas,59.0,12.0,18030.0,25160.0,32190.0,12540.0,44880.0,49.4,42.5,8.1
030820101,Commentry,1re Zone,51.0,15.0,16310.0,21880.0,27980.0,10830.0,34330.0,59.2,39.0,1.8
030820102,Commentry,2e Zone,36.0,30.0,12290.0,18440.0,24670.0,3170.0,32730.0,48.6,45.9,5.5
030820103,Commentry,3e Zone,33.0,34.0,11120.0,18060.0,23970.0,2280.0,31230.0,46.3,51.6,2.1
030950101,Cusset,Centre Historique,37.0,40.0,7710.0,16680.0,24960.0,430.0,33100.0,56.5,38.9,4.6
030950102,Cusset,Montbeton-Les Jonchères,41.0,31.0,11630.0,19520.0,27090.0,5230.0,36220.0,57.8,38.7,3.5
030950103,Cusset,Presles-Puybesseau,36.0,41.0,8840.0,16330.0,23990.0,2090.0,31730.0,62.4,35.6,2.0
030950105,Cusset,Champcourt-Zone Industrielle,51.0,20.0,15430.0,21350.0,28680.0,9420.0,40140.0,57.6,39.4,3.0
030950106,Cusset,Zone Verte,59.0,11.0,18540.0,24380.0,32390.0,12840.0,43070.0,60.0,34.9,5.1
030950111,Cusset,Boulaires-Graves-Chambon Étendu,47.0,21.0,14870.0,21300.0,28040.0,8310.0,37940.0,55.8,41.3,2.9
031010101,Domérat,Banlieue,54.0,13.0,17440.0,23080.0,30040.0,11690.0,38500.0,53.2,43.1,3.7
031010102,Domérat,Centre,47.0,22.0,14850.0,20910.0,27970.0,7640.0,35010.0,53.9,42.4,3.7
031010103,Domérat,Campagne,53.0,15.0,17010.0,22780.0,29200.0,11380.0,38790.0,57.7,39.2,3.1
031180101,Gannat,Centre-Est,38.0,28.0,12920.0,19040.0,25510.0,6420.0,33320.0,63.4,32.7,3.9
031180102,Gannat,Centre-Ouest et Extérieurs,43.0,23.0,14460.0,20640.0,27410.0,8260.0,36570.0,60.0,35.4,4.6
031850101,Montluçon,Cité Bretonnie-Châtelet-Favières-Conches,43.0,33.0,10250.0,19180.0,29620.0,600.0,47470.0,58.3,29.8,11.9
031850102,Montluçon,Diénat-Forges,41.0,36.0,9860.0,18770.0,28310.0,1100.0,40460.0,58.3,35.2,6.5
031850103,Montluçon,Chantoiseau-Faucheroux,43.0,29.0,12020.0,19740.0,27440.0,3760.0,36740.0,58.1,38.0,3.9
031850104,Montluçon,Fours à Chaux,37.0,33.0,10790.0,18130.0,24760.0,3600.0,31390.0,58.2,39.2,2.6
031850105,Montluçon,Montcourtais,37.0,43.0,7170.0,15610.0,22620.0,510.0,29270.0,55.6,42.6,1.8
031850106,Montluçon,Ville Gozet,27.0,50.0,6100.0,13770.0,20720.0,0.0,27200.0,57.5,39.3,3.2
031850108,Montluçon,Montgacher-Cordeliers,50.0,24.0,13970.0,21040.0,28410.0,6660.0,38360.0,59.7,37.2,3.1
031850110,Montluçon,Rimard-Marignon,52.0,24.0,14230.0,22710.0,31180.0,6800.0,43240.0,58.4,38.0,3.6
031850111,Montluçon,Saint-Jean,55.0,19.0,15820.0,23100.0,32340.0,10420.0,45380.0,55.9,39.2,4.9
031850112,Montluçon,Les Iles-Buffon,47.0,29.0,12030.0,20080.0,27040.0,4110.0,35270.0,59.0,38.5,2.5
031850113,Montluçon,Fontbouillant,29.0,45.0,7490.0,14890.0,22370.0,870.0,29010.0,56.0,41.6,2.4
031850114,Montluçon,La Caserne-Les Guineberts,40.0,29.0,12080.0,19450.0,26680.0,4650.0,33290.0,57.6,39.5,2.9
031850115,Montluçon,Bien Assis,29.0,49.0,3490.0,13870.0,22070.0,0.0,28800.0,46.6,51.0,2.4
031850116,Montluçon,Marais-Villars,35.0,33.0,11070.0,18050.0,23780.0,4380.0,29820.0,51.9,45.1,3.0
031850117,Montluçon,Viviani-Dunlop,27.0,49.0,6860.0,14040.0,20560.0,320.0,27120.0,51.9,46.5,1.6
031900101,Moulins,Centre Historique,48.0,29.0,12560.0,20170.0,30160.0,3930.0,47530.0,67.0,26.4,6.6
031900102,Moulins,Centre Moderne,43.0,31.0,11510.0,19290.0,29220.0,5200.0,41680.0,58.9,35.9,5.2
031900103,Moulins,Les Gâteaux,45.0,29.0,12390.0,19740.0,25720.0,4890.0,34090.0,67.2,30.4,2.4
031900104,Moulins,Quartier Nord,37.0,37.0,9160.0,17250.0,25460.0,350.0,34450.0,61.8,35.4,2.8
031900105,Moulins,Decize Bourgogne,50.0,19.0,15420.0,22150.0,30730.0,8250.0,41420.0,64.3,31.2,4.5
031900106,Moulins,Lyon Gare,53.0,21.0,15210.0,23050.0,31890.0,7010.0,47730.0,62.8,31.4,5.8
031900107,Moulins,Quartier Sud Zone 1,31.0,45.0,7860.0,15430.0,23210.0,1330.0,30420.0,55.7,41.8,2.5
031900108,Moulins,Quartier Sud Zone 2,23.0,59.0,3540.0,11160.0,19480.0,0.0,26360.0,53.1,45.7,1.2
031900109,Moulins,La Madeleine,47.0,21.0,14620.0,21190.0,27640.0,8530.0,35890.0,56.3,40.1,3.6
032540101,Saint-Pourçain-sur-Sioule,Centre-Ouest,35.0,27.0,13110.0,19100.0,27020.0,6430.0,39530.0,57.1,37.5,5.4
032540102,Saint-Pourçain-sur-Sioule,Est,45.0,21.0,14840.0,20730.0,28010.0,8890.0,35870.0,58.5,37.0,4.5
033100101,Vichy,Hôtel de Ville,41.0,35.0,9420.0,18610.0,28510.0,1020.0,42380.0,47.8,46.0,6.2
033100102,Vichy,Marché,37.0,39.0,8460.0,16550.0,25410.0,950.0,36930.0,48.3,46.9,4.8
033100103,Vichy,Denière Les Romains,38.0,38.0,9460.0,16990.0,24210.0,1080.0,31940.0,60.1,36.4,3.5
033100104,Vichy,Les Garets-Bellevue,43.0,29.0,12690.0,20050.0,28190.0,5440.0,35370.0,61.0,36.2,2.8
033100105,Vichy,France et Rosières,41.0,32.0,11140.0,19710.0,29710.0,2870.0,43600.0,60.9,34.4,4.7
033100106,Vichy,Thermal-Vieux Vican,53.0,20.0,15570.0,25030.0,37320.0,5780.0,57240.0,34.7,54.5,10.8
033100107,Vichy,Les Bains-République,53.0,21.0,15600.0,23770.0,36940.0,7930.0,52790.0,39.7,52.6,7.7
033100108,Vichy,Jeanne d'Arc-Stade,51.0,19.0,15770.0,22540.0,32070.0,9370.0,43500.0,50.6,44.6,4.8
033100109,Vichy,Les Ailes,20.0,61.0,4490.0,10780.0,17860.0,0.0,23530.0,49.3,48.9,1.8
033100110,Vichy,Beauséjour-Les Graves-Les Bartins,43.0,25.0,13960.0,19720.0,26490.0,8210.0,34640.0,52.4,43.6,4.0
033210101,Yzeure,Centre Ville,54.0,16.0,17070.0,23460.0,31050.0,8970.0,40170.0,58.1,38.5,3.4
033210102,Yzeure,Bellevue-Les Ozières,59.0,16.0,16920.0,23240.0,30540.0,10340.0,39280.0,57.0,40.1,2.9
033210103,Yzeure,Bataillots,48.0,27.0,12860.0,20670.0,28220.0,3920.0,36400.0,64.1,32.7,3.2
033210104,Yzeure,Saint-Bonnet,63.0,13.0,18720.0,24840.0,31700.0,12430.0,40550.0,58.2,39.1,2.7
033210105,Yzeure,Zone Verte,63.0,7.0,19640.0,25770.0,33380.0,14960.0,42070.0,54.7,39.5,5.8
040490101,Château-Arnoux-Saint-Auban,Château Arnoux,43.0,26.0,13450.0,20030.0,27470.0,6660.0,36300.0,56.9,39.5,3.6
040490102,Château-Arnoux-Saint-Auban,Saint-Auban,43.0,23.0,14600.0,20980.0,27430.0,8630.0,34510.0,53.3,44.2,2.5
040700101,Digne-les-Bains,Les Arches,53.0,23.0,14270.0,21350.0,28870.0,7810.0,36800.0,64.0,31.3,4.7
040700102,Digne-les-Bains,Les Dourbes,37.0,41.0,8740.0,16750.0,25410.0,1880.0,37000.0,55.7,39.0,5.3
040700103,Digne-les-Bains,Périphérie Ouest,57.0,17.0,16340.0,24240.0,32830.0,8260.0,46090.0,58.8,34.3,6.9
040700104,Digne-les-Bains,La Sèbe,47.0,25.0,13630.0,21340.0,29260.0,6290.0,37050.0,54.6,40.2,5.2
040700105,Digne-les-Bains,Route de Marseille,52.0,22.0,14950.0,22420.0,29600.0,8000.0,39030.0,57.1,38.6,4.3
040700106,Digne-les-Bains,Route de Nice,65.0,11.0,18230.0,25920.0,33160.0,13370.0,42200.0,54.8,39.3,5.9
040700107,Digne-les-Bains,Centre Ville,25.0,55.0,5440.0,11870.0,20130.0,140.0,28090.0,57.8,37.5,4.7
040700108,Digne-les-Bains,Ville Nord,44.0,28.0,12310.0,20180.0,27940.0,4840.0,38080.0,49.9,44.8,5.3
041120101,Manosque,Manosque Intra-Muros,27.0,53.0,5720.0,13030.0,20100.0,0.0,28800.0,65.4,27.6,7.0
