insee_commune_id,commune_name_upper,commune_name,has_crime_data,has_revenu_data
22322,SAINT PEVER,Saint-Péver,False,False
22323,SAINT POTAN,Saint-Pôtan,False,False
22324,SAINT QUAY PERROS,Saint-Quay-Perros,True,False
22325,SAINT QUAY PORTRIEUX,Saint-Quay-Portrieux,True,False
22326,SAINT RIEUL,Saint-Rieul,False,False
22327,SAINT SAMSON SUR RANCE,Saint-Samson-sur-Rance,True,False
22328,SAINT SERVAIS,Saint-Servais,False,False
22330,SAINT THELO,Saint-Thélo,True,False
22331,SAINTE TREPHINE,Sainte-Tréphine,False,False
22332,SAINT TRIMOEL,Saint-Trimoël,False,False
22333,SAINT VRAN,Saint-Vran,False,False
22334,SAINT IGEAUX,Saint-Igeaux,False,False
22335,SENVEN LEHART,Senven-Léhart,False,False
22337,SEVIGNAC,Sévignac,False,False
22338,SQUIFFIEC,Squiffiec,False,False
22339,TADEN,Taden,True,False
22340,TONQUEDEC,Tonquédec,False,False
22341,TRAMAIN,Tramain,False,False
22342,TREBEDAN,Trébédan,False,False
22343,TREBEURDEN,Trébeurden,True,False
22344,TREBRIVAN,Trébrivan,False,False
22345,TREBRY,Trébry,True,False
22346,TREDANIEL,Trédaniel,False,False
22347,TREDARZEC,Trédarzec,False,False
22348,TREDIAS,Trédias,False,False
22349,TREDREZ LOCQUEMEAU,Trédrez-Locquémeau,True,False
22350,TREDUDER,Tréduder,False,False
22351,TREFFRIN,Treffrin,False,False
22352,TREFUMEL,Tréfumel,False,False
22353,TREGASTEL,Trégastel,True,False
22354,TREGLAMUS,Tréglamus,False,False
22356,TREGOMEUR,Trégomeur,False,False
22358,TREGONNEAU,Trégonneau,False,False
22359,TREGROM,Trégrom,False,False
22360,TREGUEUX,Trégueux,True,True
22361,TREGUIDEL,Tréguidel,False,False
22362,TREGUIER,Tréguier,True,False
22363,TRELEVERN,Trélévern,False,False
22364,TRELIVAN,Trélivan,True,False
22365,TREMARGAT,Trémargat,False,False
22366,TREMEL,Trémel,False,False
22368,TREMEREUC,Tréméreuc,False,False
22369,TREMEUR,Trémeur,True,False
22370,TREMEVEN,Tréméven,False,False
22371,TREMOREL,Trémorel,True,False
22372,TREMUSON,Trémuson,True,False
22373,TREOGAN,Tréogan,False,False
22375,TRESSIGNAUX,Tressignaux,False,False
22376,TREVE,Trévé,True,False
22377,TREVENEUC,Tréveneuc,True,False
22378,TREVEREC,Trévérec,False,False
22379,TREVOU TREGUIGNEC,Trévou-Tréguignec,True,False
22380,TREVRON,Trévron,False,False
22381,TREZENY,Trézény,False,False
22383,TROGUERY,Troguéry,False,False
22384,UZEL,Uzel,False,False
22385,VICOMTE SUR RANCE,Vicomté-sur-Rance,True,False
22386,VIEUX BOURG,Vieux-Bourg,False,False
22387,VIEUX MARCHE,Vieux-Marché,False,False
22388,VILDE GUINGALAN,Vildé-Guingalan,True,False
22389,YFFINIAC,Yffiniac,True,False
22390,YVIAS,Yvias,True,False
22391,YVIGNAC LA TOUR,Yvignac-la-Tour,True,False
23001,AHUN,Ahun,True,False
23002,AJAIN,Ajain,False,False
23003,ALLEYRAT,Alleyrat,False,False
23004,ANZEME,Anzême,False,False
23005,ARFEUILLE CHATAIN,Arfeuille-Châtain,False,False
23006,ARRENES,Arrènes,False,False
23007,ARS,Ars,False,False
23008,AUBUSSON,Aubusson,True,True
23009,AUGE,Auge,False,False
23010,AUGERES,Augères,False,False
23011,AULON,Aulon,False,False
23012,AURIAT,Auriat,False,False
23013,AUZANCES,Auzances,True,False
23014,AZAT CHATENET,Azat-Châtenet,False,False
23015,AZERABLES,Azerables,False,False
23016,BANIZE,Banize,False,False
23017,BASVILLE,Basville,False,False
23018,BAZELAT,Bazelat,False,False
23019,BEISSAT,Beissat,False,False
23020,BELLEGARDE EN MARCHE,Bellegarde-en-Marche,False,False
23021,BENEVENT L ABBAYE,Bénévent-l'Abbaye,False,False
23022,BETETE,Bétête,False,False
23024,BLESSAC,Blessac,False,False
23025,BONNAT,Bonnat,True,False
23026,BORD SAINT GEORGES,Bord-Saint-Georges,False,False
23027,BOSMOREAU LES MINES,Bosmoreau-les-Mines,False,False
23028,BOSROGER,Bosroger,False,False
23029,BOURG D HEM,Bourg-d'Hem,False,False
23030,BOURGANEUF,Bourganeuf,True,False
23031,BOUSSAC,Boussac,True,False
23032,BOUSSAC BOURG,Boussac-Bourg,False,False
23033,BRIONNE,Brionne,False,False
23034,BROUSSE,Brousse,False,False
23035,BUDELIERE,Budelière,True,False
23036,BUSSIERE DUNOISE,Bussière-Dunoise,False,False
23037,BUSSIERE NOUVELLE,Bussière-Nouvelle,False,False
23038,BUSSIERE SAINT GEORGES,Bussière-Saint-Georges,False,False
23039,CELLE DUNOISE,Celle-Dunoise,False,False
23040,CELLE SOUS GOUZON,Celle-sous-Gouzon,False,False
23041,CELLETTE,Cellette,False,False
23042,CEYROUX,Ceyroux,False,False
23043,CHAMBERAUD,Chamberaud,False,False
23044,CHAMBON SAINTE CROIX,Chambon-Sainte-Croix,False,False
23045,CHAMBON SUR VOUEIZE,Chambon-sur-Voueize,True,False
23046,CHAMBONCHARD,Chambonchard,False,False
23047,CHAMBORAND,Chamborand,False,False
23048,CHAMPAGNAT,Champagnat,False,False
23049,CHAMPSANGLARD,Champsanglard,False,False
23050,CHAPELLE BALOUE,Chapelle-Baloue,False,False
23051,CHAPELLE SAINT MARTIAL,Chapelle-Saint-Martial,False,False
23052,CHAPELLE TAILLEFERT,Chapelle-Taillefert,False,False
23053,CHARD,Chard,False,False
23054,CHARRON,Charron,False,False
23055,CHATELARD,Châtelard,False,False
23056,CHATELUS LE MARCHEIX,Châtelus-le-Marcheix,False,False
23057,CHATELUS MALVALEIX,Châtelus-Malvaleix,False,False
23058,CHAUCHET,Chauchet,False,False
23059,CHAUSSADE,Chaussade,False,False
23060,CHAVANAT,Chavanat,False,False
23061,CHENERAILLES,Chénérailles,True,False
23062,CHENIERS,Chéniers,False,False
23063,CLAIRAVAUX,Clairavaux,False,False
23064,CLUGNAT,Clugnat,False,False
23065,COLONDANNES,Colondannes,False,False
23066,COMPAS,Compas,False,False
23067,COURTINE,Courtine,False,False
23068,CRESSAT,Cressat,False,False
23069,CROCQ,Crocq,False,False
23070,CROZANT,Crozant,False,False
23071,CROZE,Croze,False,False
23072,DOMEYROT,Domeyrot,False,False
23073,DONTREIX,Dontreix,False,False
23074,DONZEIL,Donzeil,False,False
23075,DUN LE PALESTEL,Dun-le-Palestel,True,False
23076,EVAUX LES BAINS,Évaux-les-Bains,True,False
23077,FAUX LA MONTAGNE,Faux-la-Montagne,False,False
23078,FAUX MAZURAS,Faux-Mazuras,False,False
23079,FELLETIN,Felletin,True,False
23080,FENIERS,Féniers,False,False
23081,FLAYAT,Flayat,False,False
23082,FLEURAT,Fleurat,False,False
23083,FONTANIERES,Fontanières,False,False
23084,FORET DU TEMPLE,Forêt-du-Temple,False,False
23086,FRANSECHES,Fransèches,False,False
23087,FRESSELINES,Fresselines,False,False
23088,GARTEMPE,Gartempe,False,False
23089,GENOUILLAC,Genouillac,False,False
23090,GENTIOUX PIGEROLLES,Gentioux-Pigerolles,False,False
23091,GIOUX,Gioux,False,False
23092,GLENIC,Glénic,False,False
23093,GOUZON,Gouzon,True,False
23095,GRAND BOURG,Grand-Bourg,False,False
23096,GUERET,Guéret,True,True
23097,ISSOUDUN LETRIEIX,Issoudun-Létrieix,False,False
23098,JALESCHES,Jalesches,False,False
23099,JANAILLAT,Janaillat,False,False
23100,JARNAGES,Jarnages,False,False
23101,JOUILLAT,Jouillat,False,False
23102,LADAPEYRE,Ladapeyre,False,False
23103,LAFAT,Lafat,False,False
23104,LAVAUFRANCHE,Lavaufranche,False,False
23105,LAVAVEIX LES MINES,Lavaveix-les-Mines,False,False
23106,LEPAUD,Lépaud,False,False
23107,LEPINAS,Lépinas,False,False
23108,LEYRAT,Leyrat,False,False
23109,LINARD MALVAL,Linard-Malval,False,False
23110,LIOUX LES MONGES,Lioux-les-Monges,False,False
23111,LIZIERES,Lizières,False,False
23112,LOURDOUEIX SAINT PIERRE,Lourdoueix-Saint-Pierre,False,False
23113,LUPERSAT,Lupersat,False,False
23114,LUSSAT,Lussat,False,False
23115,MAGNAT L ETRANGE,Magnat-l'Étrange,False,False
23116,MAINSAT,Mainsat,False,False
23117,MAISON FEYNE,Maison-Feyne,False,False
23118,MAISONNISSES,Maisonnisses,False,False
23119,MALLERET,Malleret,False,False
23120,MALLERET BOUSSAC,Malleret-Boussac,False,False
23122,MANSAT LA COURRIERE,Mansat-la-Courrière,False,False
23123,MARS,Mars,False,False
23124,MARSAC,Marsac,False,False
23125,MAS D ARTIGE,Mas-d'Artige,False,False
23127,MAUTES,Mautes,False,False
23128,MAZEIRAT,Mazeirat,False,False
23129,MAZIERE AUX BONS HOMMES,Mazière-aux-Bons-Hommes,False,False
23130,MEASNES,Méasnes,False,False
23131,MERINCHAL,Mérinchal,False,False
23132,MONTAIGUT LE BLANC,Montaigut-le-Blanc,False,False
23133,MONTBOUCHER,Montboucher,False,False
23134,MONTEIL AU VICOMTE,Monteil-au-Vicomte,False,False
23136,MORTROUX,Mortroux,False,False
23137,MOURIOUX VIEILLEVILLE,Mourioux-Vieilleville,False,False
23138,MOUTIER D AHUN,Moutier-d'Ahun,False,False
23139,MOUTIER MALCARD,Moutier-Malcard,False,False
23140,MOUTIER ROZEILLE,Moutier-Rozeille,False,False
23141,NAILLAT,Naillat,False,False
23142,NEOUX,Néoux,False,False
23143,NOTH,Noth,False,False
23144,NOUAILLE,Nouaille,False,False
23145,NOUHANT,Nouhant,False,False
23146,NOUZERINES,Nouzerines,False,False
23147,NOUZEROLLES,Nouzerolles,False,False
23148,NOUZIERS,Nouziers,False,False
23149,PARSAC,Parsac,False,False
23150,PEYRABOUT,Peyrabout,False,False
23151,PEYRAT LA NONIERE,Peyrat-la-Nonière,False,False
23152,PIERREFITTE,Pierrefitte,False,False
23154,PIONNAT,Pionnat,False,False
23155,PONTARION,Pontarion,False,False
23156,PONTCHARRAUD,Pontcharraud,False,False
23157,POUGE,Pouge,False,False
23158,POUSSANGES,Poussanges,False,False
23159,PUY MALSIGNAT,Puy-Malsignat,False,False
23160,RETERRE,Reterre,False,False
23162,ROCHES,Roches,False,False
23164,ROUGNAT,Rougnat,False,False
23165,ROYERE DE VASSIVIERE,Royère-de-Vassivière,True,False
23166,SAGNAT,Sagnat,False,False
23167,SANNAT,Sannat,False,False
23168,SARDENT,Sardent,False,False
23169,SAUNIERE,Saunière,False,False
23170,SAVENNES,Savennes,False,False
23171,SERMUR,Sermur,False,False
23172,SERRE BUSSIERE VIEILLE,Serre-Bussière-Vieille,False,False
23173,SOUBREBOST,Soubrebost,False,False
23174,SOUMANS,Soumans,False,False
23175,SOUS PARSAT,Sous-Parsat,False,False
23176,SOUTERRAINE,Souterraine,True,True
23177,SAINT AGNANT DE VERSILLAT,Saint-Agnant-de-Versillat,True,False
23178,SAINT AGNANT PRES CROCQ,Saint-Agnant-près-Crocq,False,False
23179,SAINT ALPINIEN,Saint-Alpinien,False,False
23180,SAINT AMAND,Saint-Amand,False,False
23181,SAINT AMAND JARTOUDEIX,Saint-Amand-Jartoudeix,False,False
23182,SAINT AVIT DE TARDES,Saint-Avit-de-Tardes,False,False
23183,SAINT AVIT LE PAUVRE,Saint-Avit-le-Pauvre,False,False
23184,SAINT BARD,Saint-Bard,False,False
23185,SAINT CHABRAIS,Saint-Chabrais,False,False
23186,SAINT CHRISTOPHE,Saint-Christophe,False,False
23187,SAINT DIZIER LA TOUR,Saint-Dizier-la-Tour,False,False
23188,SAINT DIZIER LES DOMAINES,Saint-Dizier-les-Domaines,False,False
23189,SAINT DIZIER MASBARAUD,Saint-Dizier-Masbaraud,True,False
23190,SAINT DOMET,Saint-Domet,False,False
23191,SAINT ELOI,Saint-Éloi,False,False
23192,FURSAC,Fursac,True,False
23193,SAINTE FEYRE,Sainte-Feyre,True,False
23194,SAINTE FEYRE LA MONTAGNE,Sainte-Feyre-la-Montagne,False,False
23195,SAINT FIEL,Saint-Fiel,True,False
23196,SAINT FRION,Saint-Frion,False,False
23197,SAINT GEORGES LA POUGE,Saint-Georges-la-Pouge,False,False
23198,SAINT GEORGES NIGREMONT,Saint-Georges-Nigremont,False,False
23199,SAINT GERMAIN BEAUPRE,Saint-Germain-Beaupré,False,False
23200,SAINT GOUSSAUD,Saint-Goussaud,False,False
23201,SAINT HILAIRE LA PLAINE,Saint-Hilaire-la-Plaine,False,False
23202,SAINT HILAIRE LE CHATEAU,Saint-Hilaire-le-Château,False,False
23203,SAINT JULIEN LA GENETE,Saint-Julien-la-Genête,False,False
23204,SAINT JULIEN LE CHATEL,Saint-Julien-le-Châtel,False,False
23205,SAINT JUNIEN LA BREGERE,Saint-Junien-la-Bregère,False,False
23206,SAINT LAURENT,Saint-Laurent,False,False
23207,SAINT LEGER BRIDEREIX,Saint-Léger-Bridereix,False,False
23208,SAINT LEGER LE GUERETOIS,Saint-Léger-le-Guérétois,False,False
23209,SAINT LOUP,Saint-Loup,False,False
23210,SAINT MAIXANT,Saint-Maixant,False,False
23211,SAINT MARC A FRONGIER,Saint-Marc-à-Frongier,False,False
23212,SAINT MARC A LOUBAUD,Saint-Marc-à-Loubaud,False,False
23213,SAINT MARIEN,Saint-Marien,False,False
23214,SAINT MARTIAL LE MONT,Saint-Martial-le-Mont,False,False
23215,SAINT MARTIAL LE VIEUX,Saint-Martial-le-Vieux,False,False
23216,SAINT MARTIN CHATEAU,Saint-Martin-Château,False,False
23217,SAINT MARTIN SAINTE CATHERINE,Saint-Martin-Sainte-Catherine,False,False
23218,SAINT MAURICE PRES CROCQ,Saint-Maurice-près-Crocq,False,False
23219,SAINT MAURICE LA SOUTERRAINE,Saint-Maurice-la-Souterraine,True,False
23220,SAINT MEDARD LA ROCHETTE,Saint-Médard-la-Rochette,False,False
23221,SAINT MERD LA BREUILLE,Saint-Merd-la-Breuille,False,False
23222,SAINT MICHEL DE VEISSE,Saint-Michel-de-Veisse,False,False
23223,SAINT MOREIL,Saint-Moreil,False,False
23224,SAINT ORADOUX DE CHIROUZE,Saint-Oradoux-de-Chirouze,False,False
23225,SAINT ORADOUX PRES CROCQ,Saint-Oradoux-près-Crocq,False,False
23226,SAINT PARDOUX D ARNET,Saint-Pardoux-d'Arnet,False,False
23227,SAINT PARDOUX MORTEROLLES,Saint-Pardoux-Morterolles,False,False
23228,SAINT PARDOUX LE NEUF,Saint-Pardoux-le-Neuf,False,False
23229,SAINT PARDOUX LES CARDS,Saint-Pardoux-les-Cards,False,False
23230,SAINT PIERRE CHERIGNAT,Saint-Pierre-Chérignat,False,False
23232,SAINT PIERRE BELLEVUE,Saint-Pierre-Bellevue,False,False
23233,SAINT PIERRE LE BOST,Saint-Pierre-le-Bost,False,False
23234,SAINT PRIEST,Saint-Priest,False,False
23235,SAINT PRIEST LA FEUILLE,Saint-Priest-la-Feuille,False,False
23236,SAINT PRIEST LA PLAINE,Saint-Priest-la-Plaine,False,False
23237,SAINT PRIEST PALUS,Saint-Priest-Palus,False,False
23238,SAINT QUENTIN LA CHABANNE,Saint-Quentin-la-Chabanne,False,False
23239,SAINT SEBASTIEN,Saint-Sébastien,False,False
23240,SAINT SILVAIN BAS LE ROC,Saint-Silvain-Bas-le-Roc,False,False
23241,SAINT SILVAIN BELLEGARDE,Saint-Silvain-Bellegarde,False,False
23242,SAINT SILVAIN MONTAIGUT,Saint-Silvain-Montaigut,False,False
23243,SAINT SILVAIN SOUS TOULX,Saint-Silvain-sous-Toulx,False,False
23244,SAINT SULPICE LE DUNOIS,Saint-Sulpice-le-Dunois,False,False
23245,SAINT SULPICE LE GUERETOIS,Saint-Sulpice-le-Guérétois,True,False
23246,SAINT SULPICE LES CHAMPS,Saint-Sulpice-les-Champs,False,False
23247,SAINT VAURY,Saint-Vaury,True,False
23248,SAINT VICTOR EN MARCHE,Saint-Victor-en-Marche,False,False
23249,SAINT YRIEIX LA MONTAGNE,Saint-Yrieix-la-Montagne,False,False
23250,SAINT YRIEIX LES BOIS,Saint-Yrieix-les-Bois,False,False
23251,TARDES,Tardes,False,False
23252,TERCILLAT,Tercillat,False,False
23253,THAURON,Thauron,False,False
23254,TOULX SAINTE CROIX,Toulx-Sainte-Croix,False,False
23255,TROIS FONDS,Trois-Fonds,False,False
23257,VALLIERE,Vallière,True,False
23258,VAREILLES,Vareilles,False,False
23259,VERNEIGES,Verneiges,False,False
23260,VIDAILLAT,Vidaillat,False,False
23261,VIERSAT,Viersat,False,False
23262,VIGEVILLE,Vigeville,False,False
23263,VILLARD,Villard,False,False
23264,VILLEDIEU,Villedieu,False,False
23265,VILLENEUVE,Villeneuve,False,False
23266,VILLETELLE,Villetelle,False,False
24001,ABJAT SUR BANDIAT,Abjat-sur-Bandiat,False,False
24002,AGONAC,Agonac,True,False
24004,AJAT,Ajat,False,False
24005,ALLES SUR DORDOGNE,Alles-sur-Dordogne,False,False
24006,ALLAS LES MINES,Allas-les-Mines,False,False
24007,ALLEMANS,Allemans,False,False
24008,ANGOISSE,Angoisse,False,False
24009,ANLHIAC,Anlhiac,False,False
24010,ANNESSE ET BEAULIEU,Annesse-et-Beaulieu,True,False
24011,ANTONNE ET TRIGONANT,Antonne-et-Trigonant,True,False
24012,ARCHIGNAC,Archignac,False,False
24014,AUBAS,Aubas,False,False
24015,AUDRIX,Audrix,False,False
24016,AUGIGNAC,Augignac,True,False
24018,AURIAC DU PERIGORD,Auriac-du-Périgord,False,False
24019,AZERAT,Azerat,False,False
24020,BACHELLERIE,Bachellerie,True,False
24021,BADEFOLS D ANS,Badefols-d'Ans,False,False
24022,BADEFOLS SUR DORDOGNE,Badefols-sur-Dordogne,False,False
24023,BANEUIL,Baneuil,False,False
24024,BARDOU,Bardou,False,False
24025,BARS,Bars,False,False
24026,BASSILLAC ET AUBEROCHE,Bassillac et Auberoche,True,False
24027,BAYAC,Bayac,False,False
24028,BEAUMONTOIS EN PERIGORD,Beaumontois en Périgord,True,False
24029,BEAUPOUYET,Beaupouyet,False,False
24030,BEAUREGARD DE TERRASSON,Beauregard-de-Terrasson,False,False
24031,BEAUREGARD ET BASSAC,Beauregard-et-Bassac,False,False
24032,BEAURONNE,Beauronne,False,False
24034,BELEYMAS,Beleymas,False,False
24035,PAYS DE BELVES,Pays de Belvès,True,False
24036,BERBIGUIERES,Berbiguières,False,False
24037,BERGERAC,Bergerac,True,True
24038,BERTRIC BUREE,Bertric-Burée,False,False
24039,BESSE,Besse,False,False
24040,BEYNAC ET CAZENAC,Beynac-et-Cazenac,False,False
24042,BIRAS,Biras,False,False
24043,BIRON,Biron,False,False
24045,BOISSE,Boisse,False,False
24046,BOISSEUILH,Boisseuilh,False,False
24048,BONNEVILLE ET SAINT AVIT DE FUMADIERES,Bonneville-et-Saint-Avit-de-Fumadières,False,False
24050,BORREZE,Borrèze,False,False
24051,BOSSET,Bosset,False,False
24052,BOUILLAC,Bouillac,False,False
24053,BOULAZAC ISLE MANOIRE,Boulazac Isle Manoire,True,True
24054,BOUNIAGUES,Bouniagues,False,False
24055,BOURDEILLES,Bourdeilles,True,False
24056,BOURDEIX,Bourdeix,False,False
24057,BOURG DES MAISONS,Bourg-des-Maisons,False,False
24058,BOURG DU BOST,Bourg-du-Bost,False,False
24059,BOURGNAC,Bourgnac,False,False
24060,BOURNIQUEL,Bourniquel,False,False
24061,BOURROU,Bourrou,False,False
24062,BOUTEILLES SAINT SEBASTIEN,Bouteilles-Saint-Sébastien,False,False
24063,BOUZIC,Bouzic,False,False
24064,BRANTOME EN PERIGORD,Brantôme en Périgord,True,False
24066,BROUCHAUD,Brouchaud,False,False
24067,BUGUE,Bugue,True,False
24068,BUISSON DE CADOUIN,Buisson-de-Cadouin,True,False
24069,BUSSAC,Bussac,False,False
24070,BUSSEROLLES,Busserolles,False,False
24071,BUSSIERE BADIL,Bussière-Badil,False,False
24073,CALES,Calès,False,False
24074,CALVIAC EN PERIGORD,Calviac-en-Périgord,False,False
24075,CAMPAGNAC LES QUERCY,Campagnac-lès-Quercy,False,False
24076,CAMPAGNE,Campagne,False,False
24077,CAMPSEGRET,Campsegret,False,False
24080,CAPDROT,Capdrot,False,False
24081,CARLUX,Carlux,False,False
24082,CARSAC AILLAC,Carsac-Aillac,True,False
24083,CARSAC DE GURSON,Carsac-de-Gurson,False,False
24084,CARVES,Carves,False,False
24085,CASSAGNE,Cassagne,False,False
24086,CASTELNAUD LA CHAPELLE,Castelnaud-la-Chapelle,False,False
24087,CASTELS ET BEZENAC,Castels et Bézenac,False,False
24088,CAUSE DE CLERANS,Cause-de-Clérans,False,False
24090,CELLES,Celles,False,False
24091,CENAC ET SAINT JULIEN,Cénac-et-Saint-Julien,True,False
24094,CHALAGNAC,Chalagnac,False,False
24095,CHALAIS,Chalais,False,False
24096,CHAMPAGNAC DE BELAIR,Champagnac-de-Belair,False,False
24097,CHAMPAGNE ET FONTAINE,Champagne-et-Fontaine,False,False
24098,CHAMPCEVINEL,Champcevinel,True,False
24100,CHAMPNIERS ET REILHAC,Champniers-et-Reilhac,False,False
24101,CHAMPS ROMAIN,Champs-Romain,False,False
24102,CHANCELADE,Chancelade,True,False
24104,CHANTERAC,Chantérac,False,False
24105,CHAPDEUIL,Chapdeuil,False,False
24106,CHAPELLE AUBAREIL,Chapelle-Aubareil,False,False
24107,CHAPELLE FAUCHER,Chapelle-Faucher,False,False
24108,CHAPELLE GONAGUET,Chapelle-Gonaguet,False,False
24109,CHAPELLE GRESIGNAC,Chapelle-Grésignac,False,False
24110,CHAPELLE MONTABOURLET,Chapelle-Montabourlet,False,False
24111,CHAPELLE MONTMOREAU,Chapelle-Montmoreau,False,False
24113,CHAPELLE SAINT JEAN,Chapelle-Saint-Jean,False,False
24114,CHASSAIGNES,Chassaignes,False,False
24115,CHATEAU L EVEQUE,Château-l'Évêque,True,False
24116,CHATRES,Châtres,False,False
24117,COTEAUX PERIGOURDINS,Coteaux Périgourdins,False,False
24119,CHERVAL,Cherval,False,False
24120,CHERVEIX CUBAS,Cherveix-Cubas,False,False
24121,CHOURGNAC,Chourgnac,False,False
24122,CLADECH,Cladech,False,False
24123,CLERMONT DE BEAUREGARD,Clermont-de-Beauregard,False,False
24124,CLERMONT D EXCIDEUIL,Clermont-d'Excideuil,False,False
24126,COLOMBIER,Colombier,False,False
24128,COMBERANCHE ET EPELUCHE,Comberanche-et-Épeluche,False,False
24129,CONDAT SUR TRINCOU,Condat-sur-Trincou,False,False
24130,CONDAT SUR VEZERE,Condat-sur-Vézère,True,False
24131,CONNEZAC,Connezac,False,False
24132,CONNE DE LABARDE,Conne-de-Labarde,False,False
24133,COQUILLE,Coquille,True,False
24134,CORGNAC SUR L ISLE,Corgnac-sur-l'Isle,False,False
24135,CORNILLE,Cornille,False,False
24136,COUBJOURS,Coubjours,False,False
24137,COULAURES,Coulaures,False,False
24138,COULOUNIEIX CHAMIERS,Coulounieix-Chamiers,True,True
24139,COURSAC,Coursac,True,False
24140,COURS DE PILE,Cours-de-Pile,True,False
24141,COUTURES,Coutures,False,False
24142,COUX ET BIGAROQUE MOUZENS,Coux et Bigaroque-Mouzens,False,False
24143,COUZE ET SAINT FRONT,Couze-et-Saint-Front,True,False
24144,CREYSSAC,Creyssac,False,False
24145,CREYSSE,Creysse,True,False
24146,CREYSSENSAC ET PISSOT,Creyssensac-et-Pissot,False,False
24147,CUBJAC AUVEZERE VAL D ANS,Cubjac-Auvézère-Val d'Ans,False,False
24148,CUNEGES,Cunèges,False,False
24150,DAGLAN,Daglan,False,False
24151,DOISSAT,Doissat,False,False
24152,DOMME,Domme,True,False
24153,DORNAC,Dornac,False,False
24154,DOUCHAPT,Douchapt,False,False
24155,DOUVILLE,Douville,False,False
24156,DOUZE,Douze,True,False
24157,DOUZILLAC,Douzillac,False,False
24158,DUSSAC,Dussac,False,False
24159,ECHOURGNAC,Échourgnac,True,False
24160,EGLISE NEUVE DE VERGT,Église-Neuve-de-Vergt,False,False
24161,EGLISE NEUVE D ISSAC,Église-Neuve-d'Issac,False,False
24162,ESCOIRE,Escoire,False,False
24163,ETOUARS,Étouars,False,False
24164,EXCIDEUIL,Excideuil,True,False
24165,EYGURANDE ET GARDEDEUIL,Eygurande-et-Gardedeuil,False,False
24167,EYMET,Eymet,True,False
24168,PLAISANCE,Plaisance,False,False
24171,EYZERAC,Eyzerac,False,False
24172,EYZIES,Eyzies,True,False
24174,FANLAC,Fanlac,False,False
24175,FARGES,Farges,False,False
24176,FAURILLES,Faurilles,False,False
24177,FAUX EN PERIGORD,Faux-en-Périgord,False,False
24179,FEUILLADE,Feuillade,True,False
24180,FIRBEIX,Firbeix,False,False
24182,FLEIX,Fleix,True,False
24183,FLEURAC,Fleurac,False,False
24184,FLORIMONT GAUMIER,Florimont-Gaumier,False,False
24186,FONROQUE,Fonroque,False,False
24188,FOSSEMAGNE,Fossemagne,False,False
24189,FOUGUEYROLLES,Fougueyrolles,False,False
24190,FOULEIX,Fouleix,False,False
24191,FRAISSE,Fraisse,False,False
24192,GABILLOU,Gabillou,False,False
24193,GAGEAC ET ROUILLAC,Gageac-et-Rouillac,False,False
24194,GARDONNE,Gardonne,True,False
24195,GAUGEAC,Gaugeac,False,False
24196,GENIS,Génis,False,False
24197,GINESTET,Ginestet,False,False
24199,GOUT ROSSIGNOL,Gout-Rossignol,False,False
24200,GRAND BRASSAC,Grand-Brassac,False,False
24202,GRANGES D ANS,Granges-d'Ans,False,False
24205,GRIGNOLS,Grignols,False,False
24206,GRIVES,Grives,False,False
24207,GROLEJAC,Groléjac,False,False
24208,GRUN BORDAS,Grun-Bordas,False,False
24209,HAUTEFAYE,Hautefaye,False,False
24210,HAUTEFORT,Hautefort,False,False
24211,ISSAC,Issac,False,False
24212,ISSIGEAC,Issigeac,True,False
24213,JAURE,Jaure,False,False
24214,JAVERLHAC ET LA CHAPELLE SAINT ROBERT,Javerlhac-et-la-Chapelle-Saint-Robert,False,False
24215,JAYAC,Jayac,False,False
24216,JEMAYE PONTEYRAUD,Jemaye-Ponteyraud,False,False
24217,JOURNIAC,Journiac,False,False
24218,JUMILHAC LE GRAND,Jumilhac-le-Grand,True,False
24220,LACROPTE,Lacropte,False,False
24221,RUDEAU LADOSSE,Rudeau-Ladosse,False,False
24222,FORCE,Force,True,False
24223,LALINDE,Lalinde,True,False
24224,LAMONZIE MONTASTRUC,Lamonzie-Montastruc,False,False
24225,LAMONZIE SAINT MARTIN,Lamonzie-Saint-Martin,True,False
24226,LAMOTHE MONTRAVEL,Lamothe-Montravel,True,False
24227,LANOUAILLE,Lanouaille,True,False
24228,LANQUAIS,Lanquais,False,False
24229,LARDIN SAINT LAZARE,Lardin-Saint-Lazare,True,False
24230,LARZAC,Larzac,False,False
24231,LAVALADE,Lavalade,False,False
24232,LAVAUR,Lavaur,False,False
24234,LECHES,Lèches,False,False
24236,LEGUILLAC DE L AUCHE,Léguillac-de-l'Auche,True,False
24237,LEMBRAS,Lembras,True,False
24238,LEMPZOURS,Lempzours,False,False
24240,LIMEUIL,Limeuil,False,False
24241,LIMEYRAT,Limeyrat,False,False
24242,LIORAC SUR LOUYRE,Liorac-sur-Louyre,False,False
24243,LISLE,Lisle,True,False
24244,LOLME,Lolme,False,False
24245,LOUBEJAC,Loubejac,False,False
24246,LUNAS,Lunas,False,False
24247,LUSIGNAC,Lusignac,False,False
24248,LUSSAS ET NONTRONNEAU,Lussas-et-Nontronneau,False,False
24251,MANZAC SUR VERN,Manzac-sur-Vern,False,False
24252,MARCILLAC SAINT QUENTIN,Marcillac-Saint-Quentin,False,False
24253,MAREUIL EN PERIGORD,Mareuil en Périgord,True,False
24254,MARNAC,Marnac,False,False
24255,MARQUAY,Marquay,False,False
